owner,repo,merge_commit,merge_dir,base_blob,left_blob,right_blob,expected_blob,replayed_blob,merge_cmd,outcome,line_diff_size,char_diff_size,char_diff_ratio,num_conflicts,conflict_size,num_syntax_errors,runtime
rackerlabs,atom-hopper,01be79d397cb824621eadcaded53b8bde7b6f657,rackerlabs/atom-hopper/01be79d397cb824621eadcaded53b8bde7b6f657/FeedAdapter.java_0911cab8a2f26f71c445c82b72bf8d9295a9c56e,4a25af165b3444ccdd28ab094399da128d2a7d98,19130f1069de3cd5868bafa03b44058af074513f,84ce7dcde1d0feefc0e8ea26164ffcb629d4a245,81eedf146f11bf224c2926a76b2b0cafc7cac4a9,53c81aed33ccdf40151ab165146689f7a8f8e7e0,jdime,success,210,651,0.9491127960603455,0,0,0,0.8961673689991585
rackerlabs,atom-hopper,01be79d397cb824621eadcaded53b8bde7b6f657,rackerlabs/atom-hopper/01be79d397cb824621eadcaded53b8bde7b6f657/FeedAdapter.java_0911cab8a2f26f71c445c82b72bf8d9295a9c56e,4a25af165b3444ccdd28ab094399da128d2a7d98,19130f1069de3cd5868bafa03b44058af074513f,84ce7dcde1d0feefc0e8ea26164ffcb629d4a245,81eedf146f11bf224c2926a76b2b0cafc7cac4a9,8d4341bb2ab36ee0e59e643c5584add0c2962ed8,jdimeimproved,success,212,771,0.9397326663018838,0,0,0,1.059407160999399
rackerlabs,atom-hopper,01be79d397cb824621eadcaded53b8bde7b6f657,rackerlabs/atom-hopper/01be79d397cb824621eadcaded53b8bde7b6f657/FeedAdapter.java_0911cab8a2f26f71c445c82b72bf8d9295a9c56e,4a25af165b3444ccdd28ab094399da128d2a7d98,19130f1069de3cd5868bafa03b44058af074513f,84ce7dcde1d0feefc0e8ea26164ffcb629d4a245,81eedf146f11bf224c2926a76b2b0cafc7cac4a9,2fbbc3029f3d4be43eb1f90cfcdd4558559b7f77,spork,success,47,1206,0.9098115465151062,0,0,0,0.9837292690026516
rackerlabs,atom-hopper,0288e1abce0e7c51046007f7bd9061a3013056c5,rackerlabs/atom-hopper/0288e1abce0e7c51046007f7bd9061a3013056c5/PostgresFeedSourceTest.java_531faea7bb261c37883b71225b553ec1864d948e,310817a11fc12d80e16b0b73c123cfcb9e327747,15cac82ce3f5672300bb9a5c6a098f4273a2facd,d68aa3696dcfcd9073728a18cc6afc93aa556b0a,d68aa3696dcfcd9073728a18cc6afc93aa556b0a,82807e7519510a0383e45a59ecaa50db1d044400,jdime,success,472,3581,0.8669811671186063,0,0,0,0.7032202640002652
rackerlabs,atom-hopper,0288e1abce0e7c51046007f7bd9061a3013056c5,rackerlabs/atom-hopper/0288e1abce0e7c51046007f7bd9061a3013056c5/PostgresFeedSourceTest.java_531faea7bb261c37883b71225b553ec1864d948e,310817a11fc12d80e16b0b73c123cfcb9e327747,15cac82ce3f5672300bb9a5c6a098f4273a2facd,d68aa3696dcfcd9073728a18cc6afc93aa556b0a,d68aa3696dcfcd9073728a18cc6afc93aa556b0a,10c7c948e7be8c2a07b715a958d38da0ac1c97a0,jdimeimproved,success,474,3655,0.8642323836410237,0,0,0,0.7512373700010357
rackerlabs,atom-hopper,0288e1abce0e7c51046007f7bd9061a3013056c5,rackerlabs/atom-hopper/0288e1abce0e7c51046007f7bd9061a3013056c5/PostgresFeedSourceTest.java_531faea7bb261c37883b71225b553ec1864d948e,310817a11fc12d80e16b0b73c123cfcb9e327747,15cac82ce3f5672300bb9a5c6a098f4273a2facd,d68aa3696dcfcd9073728a18cc6afc93aa556b0a,d68aa3696dcfcd9073728a18cc6afc93aa556b0a,747f7e4c58f53cd2d4168146936efbeff94bd0ce,spork,success,42,291,0.9900685983413535,0,0,0,1.269939625999541
rackerlabs,atom-hopper,1c79c77f04f713b32ca1299d529b72271307d982,rackerlabs/atom-hopper/1c79c77f04f713b32ca1299d529b72271307d982/HibernateFeedRepository.java_10da307a7f088f710ddabd02e434744ed8faff57,b4ebe3a172ea26b45db212e9fe0e2f1ec2aced8f,86a3d5bb12b753dcd377d792d46bc7f10a4014f2,f0655028ef8be0c47c9b0c3761fffad9637e588a,3aea436b74e758a1022719bf728f0900cab489d6,f82c66474b80392ef2bca94d3b140f0d5b2d1075,jdime,success,379,1313,0.922413283696744,0,0,0,1.10485214900109
rackerlabs,atom-hopper,1c79c77f04f713b32ca1299d529b72271307d982,rackerlabs/atom-hopper/1c79c77f04f713b32ca1299d529b72271307d982/HibernateFeedRepository.java_10da307a7f088f710ddabd02e434744ed8faff57,b4ebe3a172ea26b45db212e9fe0e2f1ec2aced8f,86a3d5bb12b753dcd377d792d46bc7f10a4014f2,f0655028ef8be0c47c9b0c3761fffad9637e588a,3aea436b74e758a1022719bf728f0900cab489d6,f82c66474b80392ef2bca94d3b140f0d5b2d1075,jdimeimproved,success,379,1313,0.922413283696744,0,0,0,1.2904470020002918
rackerlabs,atom-hopper,1c79c77f04f713b32ca1299d529b72271307d982,rackerlabs/atom-hopper/1c79c77f04f713b32ca1299d529b72271307d982/HibernateFeedRepository.java_10da307a7f088f710ddabd02e434744ed8faff57,b4ebe3a172ea26b45db212e9fe0e2f1ec2aced8f,86a3d5bb12b753dcd377d792d46bc7f10a4014f2,f0655028ef8be0c47c9b0c3761fffad9637e588a,3aea436b74e758a1022719bf728f0900cab489d6,a004b34ae5d5b11f41ea4334675ef2b82fe961b6,spork,success,46,418,0.9768856447688564,0,0,0,1.0618547859994578
rackerlabs,atom-hopper,1fa479fea0842bddb687b4167437cf33674437eb,rackerlabs/atom-hopper/1fa479fea0842bddb687b4167437cf33674437eb/MigrationFeedPublisher.java_44e87735553352f10bc91e2a238a4917adb83da6,e319d4d1bee5b8ec206f7c983d4261fc40c9fdca,43ccbd279f13218d7e478e48d06c4f1619546df3,d639c2d320ff7f5de40f7170524c595959c1089f,172617871a9a66186c635042d1dbdee1b17df77b,0d3ae225f5463676509cc9703f6923510bffac11,jdime,success,161,1170,0.8729365768896612,0,0,0,0.7681091289996402
rackerlabs,atom-hopper,1fa479fea0842bddb687b4167437cf33674437eb,rackerlabs/atom-hopper/1fa479fea0842bddb687b4167437cf33674437eb/MigrationFeedPublisher.java_44e87735553352f10bc91e2a238a4917adb83da6,e319d4d1bee5b8ec206f7c983d4261fc40c9fdca,43ccbd279f13218d7e478e48d06c4f1619546df3,d639c2d320ff7f5de40f7170524c595959c1089f,172617871a9a66186c635042d1dbdee1b17df77b,0d3ae225f5463676509cc9703f6923510bffac11,jdimeimproved,success,161,1170,0.8729365768896612,0,0,0,0.8494353699970816
rackerlabs,atom-hopper,1fa479fea0842bddb687b4167437cf33674437eb,rackerlabs/atom-hopper/1fa479fea0842bddb687b4167437cf33674437eb/MigrationFeedPublisher.java_44e87735553352f10bc91e2a238a4917adb83da6,e319d4d1bee5b8ec206f7c983d4261fc40c9fdca,43ccbd279f13218d7e478e48d06c4f1619546df3,d639c2d320ff7f5de40f7170524c595959c1089f,172617871a9a66186c635042d1dbdee1b17df77b,e57102d61be252bb2701c94fbbcf890d278883b6,spork,success,46,152,0.9849653808110781,0,0,0,0.9150193540008332
rackerlabs,atom-hopper,303147dc067d2f8ca2a5d0b3dbbd852d0129a34d,rackerlabs/atom-hopper/303147dc067d2f8ca2a5d0b3dbbd852d0129a34d/PostgresFeedSource.java_bd1651d9d7a10f150493daa1d7241edd23fc5353,901d9156d4af17b99a22b450cb1062ac95f6bbbb,5cfd5b12b3188661a1449287156e1c73458e7b59,3add96d8d3024903847d200e914c3d829b22bec3,6f0169a92f9c539a2a02fdccc7b0c43034906c12,554465d57cf47e803e225e6b75d017f272a370a0,jdime,conflict,578,8640,0.7603860447057519,6,12,36,1.640290848001314
rackerlabs,atom-hopper,303147dc067d2f8ca2a5d0b3dbbd852d0129a34d,rackerlabs/atom-hopper/303147dc067d2f8ca2a5d0b3dbbd852d0129a34d/PostgresFeedSource.java_bd1651d9d7a10f150493daa1d7241edd23fc5353,901d9156d4af17b99a22b450cb1062ac95f6bbbb,5cfd5b12b3188661a1449287156e1c73458e7b59,3add96d8d3024903847d200e914c3d829b22bec3,6f0169a92f9c539a2a02fdccc7b0c43034906c12,45f5633f811b358d8125babd7f156283ee30538f,jdimeimproved,conflict,580,8832,0.7550612901436574,6,12,36,1.8936004600000158
rackerlabs,atom-hopper,303147dc067d2f8ca2a5d0b3dbbd852d0129a34d,rackerlabs/atom-hopper/303147dc067d2f8ca2a5d0b3dbbd852d0129a34d/PostgresFeedSource.java_bd1651d9d7a10f150493daa1d7241edd23fc5353,901d9156d4af17b99a22b450cb1062ac95f6bbbb,5cfd5b12b3188661a1449287156e1c73458e7b59,3add96d8d3024903847d200e914c3d829b22bec3,6f0169a92f9c539a2a02fdccc7b0c43034906c12,6b68dd6f25c8b237895024b20f45acd73e13cde7,spork,conflict,248,2942,0.925920330362089,6,12,75,1.2698786170003586
rackerlabs,atom-hopper,44e3c73b79d9c9b9000268b6dfbcaaf45d57843c,rackerlabs/atom-hopper/44e3c73b79d9c9b9000268b6dfbcaaf45d57843c/JdbcFeedSource.java_b5300f356f94dc03c1ce319c2a92d8b7fb21d63b,1ebc807685df56e0d7a11b156f43dbbd26d9c148,98b8e300b4335344dc94fde41a7982ba819c84a1,8134484f718b9da867b4f3bb056bcc4c7283c992,c657f2a55c7e26adcd6527cb1465407a6fd3f7cb,31be103e1ab8894fd2187e13f4258d385e592c1a,jdime,success,630,5017,0.8746282829797336,0,0,0,1.91723237000042
rackerlabs,atom-hopper,44e3c73b79d9c9b9000268b6dfbcaaf45d57843c,rackerlabs/atom-hopper/44e3c73b79d9c9b9000268b6dfbcaaf45d57843c/JdbcFeedSource.java_b5300f356f94dc03c1ce319c2a92d8b7fb21d63b,1ebc807685df56e0d7a11b156f43dbbd26d9c148,98b8e300b4335344dc94fde41a7982ba819c84a1,8134484f718b9da867b4f3bb056bcc4c7283c992,c657f2a55c7e26adcd6527cb1465407a6fd3f7cb,bd238b67c485cc0880ae3651fcbd5f2ea68d7bee,jdimeimproved,success,630,6121,0.8470400079966014,0,0,0,2.170303591999982
rackerlabs,atom-hopper,44e3c73b79d9c9b9000268b6dfbcaaf45d57843c,rackerlabs/atom-hopper/44e3c73b79d9c9b9000268b6dfbcaaf45d57843c/JdbcFeedSource.java_b5300f356f94dc03c1ce319c2a92d8b7fb21d63b,1ebc807685df56e0d7a11b156f43dbbd26d9c148,98b8e300b4335344dc94fde41a7982ba819c84a1,8134484f718b9da867b4f3bb056bcc4c7283c992,c657f2a55c7e26adcd6527cb1465407a6fd3f7cb,a74afa595ffb4f45b8d38001640b644bedf06311,spork,success,189,2588,0.9393740629685158,0,0,0,1.4510843530006239
