owner,repo,merge_commit,merge_dir,base_blob,left_blob,right_blob,expected_blob,replayed_blob,merge_cmd,outcome,line_diff_size,char_diff_size,char_diff_ratio,num_conflicts,conflict_size,num_syntax_errors,runtime
rackerlabs,atom-hopper,4f8b36f13b64ece48c57414d76e022cd92dd49a9,rackerlabs/atom-hopper/4f8b36f13b64ece48c57414d76e022cd92dd49a9/HibernateFeedSource.java_d9d4c45154ec38e7d54dfee24ebf3232c1be7bd8,7f23d0600a008900f6a746a945a0efac4e5b2212,b8fc128f68d907cf0e9e3196c763f6013520e06a,434b76b7ccb83579932dc2711615deb57e9bb40c,434b76b7ccb83579932dc2711615deb57e9bb40c,149d9aaa08d015d52f336e1c879b859b3d019116,jdime,success,290,1610,0.9093366370086722,0,0,0,1.0561235019995363
rackerlabs,atom-hopper,4f8b36f13b64ece48c57414d76e022cd92dd49a9,rackerlabs/atom-hopper/4f8b36f13b64ece48c57414d76e022cd92dd49a9/HibernateFeedSource.java_d9d4c45154ec38e7d54dfee24ebf3232c1be7bd8,7f23d0600a008900f6a746a945a0efac4e5b2212,b8fc128f68d907cf0e9e3196c763f6013520e06a,434b76b7ccb83579932dc2711615deb57e9bb40c,434b76b7ccb83579932dc2711615deb57e9bb40c,149d9aaa08d015d52f336e1c879b859b3d019116,jdimeimproved,success,290,1610,0.9093366370086722,0,0,0,1.294649510000454
rackerlabs,atom-hopper,4f8b36f13b64ece48c57414d76e022cd92dd49a9,rackerlabs/atom-hopper/4f8b36f13b64ece48c57414d76e022cd92dd49a9/HibernateFeedSource.java_d9d4c45154ec38e7d54dfee24ebf3232c1be7bd8,7f23d0600a008900f6a746a945a0efac4e5b2212,b8fc128f68d907cf0e9e3196c763f6013520e06a,434b76b7ccb83579932dc2711615deb57e9bb40c,434b76b7ccb83579932dc2711615deb57e9bb40c,f3c9082aea9601a26846d53f265bf6c4f98ef189,spork,conflict,97,1158,0.937842190016103,1,2,3,1.0918709880024835
rackerlabs,atom-hopper,5addacd45fc6c2c434d877a5a15f78af9c7674be,rackerlabs/atom-hopper/5addacd45fc6c2c434d877a5a15f78af9c7674be/AtomHopperServlet.java_df56e312c5a4b1db0c0beb41cc7fca07779380e9,59287a3e99eb7547e6e01841722c5332a6f9b3e5,56ed97747738a54ac0842cb0109ad1d8c099f2a4,81eb1885e3c59ed15c9b6366ab497699cbe63e0c,56ed97747738a54ac0842cb0109ad1d8c099f2a4,1c040d3daaa6a2db1cbc8c2b1dbfe81f36c41150,jdime,success,181,703,0.9480068042304564,0,0,0,0.8762660270003835
rackerlabs,atom-hopper,5addacd45fc6c2c434d877a5a15f78af9c7674be,rackerlabs/atom-hopper/5addacd45fc6c2c434d877a5a15f78af9c7674be/AtomHopperServlet.java_df56e312c5a4b1db0c0beb41cc7fca07779380e9,59287a3e99eb7547e6e01841722c5332a6f9b3e5,56ed97747738a54ac0842cb0109ad1d8c099f2a4,81eb1885e3c59ed15c9b6366ab497699cbe63e0c,56ed97747738a54ac0842cb0109ad1d8c099f2a4,1c040d3daaa6a2db1cbc8c2b1dbfe81f36c41150,jdimeimproved,success,181,703,0.9480068042304564,0,0,0,0.919307519998256
rackerlabs,atom-hopper,5addacd45fc6c2c434d877a5a15f78af9c7674be,rackerlabs/atom-hopper/5addacd45fc6c2c434d877a5a15f78af9c7674be/AtomHopperServlet.java_df56e312c5a4b1db0c0beb41cc7fca07779380e9,59287a3e99eb7547e6e01841722c5332a6f9b3e5,56ed97747738a54ac0842cb0109ad1d8c099f2a4,81eb1885e3c59ed15c9b6366ab497699cbe63e0c,56ed97747738a54ac0842cb0109ad1d8c099f2a4,f60a2636e7004c2da620cf245c99c99b44e1fa6b,spork,success,48,1103,0.9220329398459037,0,0,0,0.948361249997106
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/HibernateFeedPublisher.java_be60bf7a08c02d1fdf6044528140ad7e72625b08,f51d9860f9cd00eefd02a2789eae92b4e7952b56,db77e2c183824b3d65a2e5ff68bde6dc91e7e84d,10175ac5964d07fdeb0181792a73ce2fc85c64bb,74a370147169f305b7ca56c1ad65bb3cce3c5b27,c6efffe2fbddae80281b9738dc7643314e93fb58,jdime,success,197,551,0.9501763269735057,0,0,0,0.901551601000392
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/HibernateFeedPublisher.java_be60bf7a08c02d1fdf6044528140ad7e72625b08,f51d9860f9cd00eefd02a2789eae92b4e7952b56,db77e2c183824b3d65a2e5ff68bde6dc91e7e84d,10175ac5964d07fdeb0181792a73ce2fc85c64bb,74a370147169f305b7ca56c1ad65bb3cce3c5b27,4c3c1edb603fa7d05b67e7bb2cb2be8fc361ec11,jdimeimproved,success,199,589,0.9467402115923682,0,0,0,1.0497516020004696
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/HibernateFeedPublisher.java_be60bf7a08c02d1fdf6044528140ad7e72625b08,f51d9860f9cd00eefd02a2789eae92b4e7952b56,db77e2c183824b3d65a2e5ff68bde6dc91e7e84d,10175ac5964d07fdeb0181792a73ce2fc85c64bb,74a370147169f305b7ca56c1ad65bb3cce3c5b27,f5766968b479e1937c449db040795cdc561e198f,spork,success,27,217,0.9812137477274695,0,0,0,0.9747612300016044
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/MongodbFeedPublisher.java_fb7dbf1acf5fffc56b42a0bda3d974dfc45dac5f,268aa845fc452408d68d8b98e96569eb9eb42f0e,d86158911fb8509dbd91e414713c39dfe8006e34,fe26a5cbdcfb871829a06a2957d7aed49a8d9c7d,2b9a7359c6badb6cea339aef88b97705cb6e3091,6268d549b430e3215c98b51c0002dc14c90cc2b8,jdime,success,195,1118,0.9021187182630013,0,0,0,0.935803382002632
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/MongodbFeedPublisher.java_fb7dbf1acf5fffc56b42a0bda3d974dfc45dac5f,268aa845fc452408d68d8b98e96569eb9eb42f0e,d86158911fb8509dbd91e414713c39dfe8006e34,fe26a5cbdcfb871829a06a2957d7aed49a8d9c7d,2b9a7359c6badb6cea339aef88b97705cb6e3091,34100a2dfde4adac5df80751b9fd81df8052e639,jdimeimproved,success,195,1118,0.9021187182630013,0,0,0,1.077262515998882
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/MongodbFeedPublisher.java_fb7dbf1acf5fffc56b42a0bda3d974dfc45dac5f,268aa845fc452408d68d8b98e96569eb9eb42f0e,d86158911fb8509dbd91e414713c39dfe8006e34,fe26a5cbdcfb871829a06a2957d7aed49a8d9c7d,2b9a7359c6badb6cea339aef88b97705cb6e3091,bf0883ebebbb0a11fdce99ca9401e08add4ec296,spork,success,40,373,0.9686106202137508,0,0,0,0.8911314249999123
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/PostgresFeedPublisher.java_65eac13e5ebf6f281f3954bb19593390cfc8b4f3,23a56db50c378d52cc3f17767342e57116e14def,04d58d58db7d3ffc3cb750d188cd0aecab95c26c,779703f11bf3806fd7ec04725060fa727d1ee1ce,be0446aa80b24b0e806293603187a0e7ea1bc4d7,767b902f15d31e4d0524724cba4a03ef91a9baa2,jdime,success,227,866,0.9288414133114216,0,0,0,0.8869375989997934
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/PostgresFeedPublisher.java_65eac13e5ebf6f281f3954bb19593390cfc8b4f3,23a56db50c378d52cc3f17767342e57116e14def,04d58d58db7d3ffc3cb750d188cd0aecab95c26c,779703f11bf3806fd7ec04725060fa727d1ee1ce,be0446aa80b24b0e806293603187a0e7ea1bc4d7,4afc2cebb4e3326c68d46d21ed37a3ebc6b1c875,jdimeimproved,success,227,866,0.9288414133114216,0,0,0,1.0287101810026795
rackerlabs,atom-hopper,5d33348eb0978c759d4f056a82f2ed89d4607bca,rackerlabs/atom-hopper/5d33348eb0978c759d4f056a82f2ed89d4607bca/PostgresFeedPublisher.java_65eac13e5ebf6f281f3954bb19593390cfc8b4f3,23a56db50c378d52cc3f17767342e57116e14def,04d58d58db7d3ffc3cb750d188cd0aecab95c26c,779703f11bf3806fd7ec04725060fa727d1ee1ce,be0446aa80b24b0e806293603187a0e7ea1bc4d7,f1a657638e12bf87f59ef3c1aa4da15de3f75e8e,spork,success,33,224,0.9823427400283777,0,0,0,0.9376450849995308
rackerlabs,atom-hopper,5da5747f6b790c7620373c003dc7cc96c95a1f11,rackerlabs/atom-hopper/5da5747f6b790c7620373c003dc7cc96c95a1f11/PostgresFeedSource.java_bd1651d9d7a10f150493daa1d7241edd23fc5353,3add96d8d3024903847d200e914c3d829b22bec3,6f0169a92f9c539a2a02fdccc7b0c43034906c12,f890fe2b09579f6b0ecf679b37c81801deeee898,c54cb2b419ed756dcc5d80665827f4e1603aa1f5,89377c633b6808f4ce7c0d77b06ddbce8fee10d9,jdime,success,543,6066,0.817673579801623,0,0,0,1.4777081139982329
rackerlabs,atom-hopper,5da5747f6b790c7620373c003dc7cc96c95a1f11,rackerlabs/atom-hopper/5da5747f6b790c7620373c003dc7cc96c95a1f11/PostgresFeedSource.java_bd1651d9d7a10f150493daa1d7241edd23fc5353,3add96d8d3024903847d200e914c3d829b22bec3,6f0169a92f9c539a2a02fdccc7b0c43034906c12,f890fe2b09579f6b0ecf679b37c81801deeee898,c54cb2b419ed756dcc5d80665827f4e1603aa1f5,89377c633b6808f4ce7c0d77b06ddbce8fee10d9,jdimeimproved,success,543,6066,0.817673579801623,0,0,0,1.71165894799924
rackerlabs,atom-hopper,5da5747f6b790c7620373c003dc7cc96c95a1f11,rackerlabs/atom-hopper/5da5747f6b790c7620373c003dc7cc96c95a1f11/PostgresFeedSource.java_bd1651d9d7a10f150493daa1d7241edd23fc5353,3add96d8d3024903847d200e914c3d829b22bec3,6f0169a92f9c539a2a02fdccc7b0c43034906c12,f890fe2b09579f6b0ecf679b37c81801deeee898,c54cb2b419ed756dcc5d80665827f4e1603aa1f5,a356ed184d9511a37bbf08837639d2d7d7476b4a,spork,success,184,1960,0.9494532700639571,0,0,0,1.3566997650013946
rackerlabs,atom-hopper,648acdc9990963433025ba2d00a0cd1219059e9b,rackerlabs/atom-hopper/648acdc9990963433025ba2d00a0cd1219059e9b/JdbcFeedSource.java_b5300f356f94dc03c1ce319c2a92d8b7fb21d63b,98b8e300b4335344dc94fde41a7982ba819c84a1,1a660d3587bfa1dbe753cdc6fa9c1a272dd3a83f,c8b326ad95d7ab72246d099a33deafb9e65fc74a,c8b326ad95d7ab72246d099a33deafb9e65fc74a,4f796fccd06025d01cf044c0acf29dd6fd079bf7,jdime,conflict,670,6809,0.8370155827369127,3,6,17,1.797680733998277
rackerlabs,atom-hopper,648acdc9990963433025ba2d00a0cd1219059e9b,rackerlabs/atom-hopper/648acdc9990963433025ba2d00a0cd1219059e9b/JdbcFeedSource.java_b5300f356f94dc03c1ce319c2a92d8b7fb21d63b,98b8e300b4335344dc94fde41a7982ba819c84a1,1a660d3587bfa1dbe753cdc6fa9c1a272dd3a83f,c8b326ad95d7ab72246d099a33deafb9e65fc74a,c8b326ad95d7ab72246d099a33deafb9e65fc74a,227688afc7f5b0ee7db6328c5122c61c0d10e944,jdimeimproved,conflict,658,10820,0.7365986659525781,1,2,6,2.065811838998343
rackerlabs,atom-hopper,648acdc9990963433025ba2d00a0cd1219059e9b,rackerlabs/atom-hopper/648acdc9990963433025ba2d00a0cd1219059e9b/JdbcFeedSource.java_b5300f356f94dc03c1ce319c2a92d8b7fb21d63b,98b8e300b4335344dc94fde41a7982ba819c84a1,1a660d3587bfa1dbe753cdc6fa9c1a272dd3a83f,c8b326ad95d7ab72246d099a33deafb9e65fc74a,c8b326ad95d7ab72246d099a33deafb9e65fc74a,d119afa5afe8b72fcb0660ef9737bcb8f03c7c61,spork,conflict,50,1636,0.9645734084019056,3,31,8,1.4017402329991455
rackerlabs,atom-hopper,bdd3ccc2871c085148959fa3d99ca186228ff027,rackerlabs/atom-hopper/bdd3ccc2871c085148959fa3d99ca186228ff027/FeedRepository.java_eb9f62fe043a3aa939f34f399121cca827722df8,e71d86f1bb033746b7ec525a527c7880b7f74cf6,fe153bc4ce21e22ad952447ed9cbf26e491b657f,c10d0d180f83cee86439f759b710cb7ffaed2281,0feeeb8a3a7f8a47184d79761c7372b70d40664b,015435133e9623b8ce4d119a1437f29407dda6eb,jdime,success,27,190,0.9065880039331367,0,0,0,0.5028390759980539
rackerlabs,atom-hopper,bdd3ccc2871c085148959fa3d99ca186228ff027,rackerlabs/atom-hopper/bdd3ccc2871c085148959fa3d99ca186228ff027/FeedRepository.java_eb9f62fe043a3aa939f34f399121cca827722df8,e71d86f1bb033746b7ec525a527c7880b7f74cf6,fe153bc4ce21e22ad952447ed9cbf26e491b657f,c10d0d180f83cee86439f759b710cb7ffaed2281,0feeeb8a3a7f8a47184d79761c7372b70d40664b,a7976b02e3e9ab5db9f677c6d6b03333282c185c,jdimeimproved,success,21,42,0.9793510324483776,0,0,0,0.5440638639993267
rackerlabs,atom-hopper,bdd3ccc2871c085148959fa3d99ca186228ff027,rackerlabs/atom-hopper/bdd3ccc2871c085148959fa3d99ca186228ff027/FeedRepository.java_eb9f62fe043a3aa939f34f399121cca827722df8,e71d86f1bb033746b7ec525a527c7880b7f74cf6,fe153bc4ce21e22ad952447ed9cbf26e491b657f,c10d0d180f83cee86439f759b710cb7ffaed2281,0feeeb8a3a7f8a47184d79761c7372b70d40664b,30b653495c7e1ad3f8224f87efb9f036c1b22336,spork,success,13,216,0.8972407231208372,0,0,0,0.6822221440015711
rackerlabs,atom-hopper,bdd3ccc2871c085148959fa3d99ca186228ff027,rackerlabs/atom-hopper/bdd3ccc2871c085148959fa3d99ca186228ff027/HibernateFeedRepository.java_10da307a7f088f710ddabd02e434744ed8faff57,978a9ea73fd0aa7ae28ba649fedb71b7c52403ca,8de664769d217cdbaa4042d63c4d7b615518b39b,18f12428431d2bd281d875af25dd447a80dd0e49,7183bc5e38d86c5761300026b433f29827a19509,7fd4d496a67d904e8bb854298e77269343a7bb43,jdime,success,382,1212,0.929452852153667,0,0,0,1.0511477640029625
rackerlabs,atom-hopper,bdd3ccc2871c085148959fa3d99ca186228ff027,rackerlabs/atom-hopper/bdd3ccc2871c085148959fa3d99ca186228ff027/HibernateFeedRepository.java_10da307a7f088f710ddabd02e434744ed8faff57,978a9ea73fd0aa7ae28ba649fedb71b7c52403ca,8de664769d217cdbaa4042d63c4d7b615518b39b,18f12428431d2bd281d875af25dd447a80dd0e49,7183bc5e38d86c5761300026b433f29827a19509,50e46331d7d42a3935a68d1e35a8a3287cfcf455,jdimeimproved,success,380,1154,0.9328288707799767,0,0,0,1.2138003090003622
rackerlabs,atom-hopper,bdd3ccc2871c085148959fa3d99ca186228ff027,rackerlabs/atom-hopper/bdd3ccc2871c085148959fa3d99ca186228ff027/HibernateFeedRepository.java_10da307a7f088f710ddabd02e434744ed8faff57,978a9ea73fd0aa7ae28ba649fedb71b7c52403ca,8de664769d217cdbaa4042d63c4d7b615518b39b,18f12428431d2bd281d875af25dd447a80dd0e49,7183bc5e38d86c5761300026b433f29827a19509,7baaccba15f231e9056117fe932e39d097cd7b50,spork,success,35,330,0.9819316688567674,0,0,0,1.0748385829974725
rackerlabs,atom-hopper,d05bf4da61cc1485cc359875c264189419938211,rackerlabs/atom-hopper/d05bf4da61cc1485cc359875c264189419938211/SqlBuilder.java_2a6bd6b6f3975115b8fafe75c113bbf171b2d88b,2aa52b7ec4f5ee012071f7d81e725127e3589ebb,16678f8985208ec67b77d16f7acc5b24801c18d9,c6be6534d130a69073e73b95aae5aae1a1fefdaa,e82933112f7dacbd55ed7865c9bd5ef3a70b509d,11bd14fd795a21f9af65b77e08f1848b2d81dfeb,jdime,success,501,3937,0.8131023023973416,0,0,0,7.7330075270001535
rackerlabs,atom-hopper,d05bf4da61cc1485cc359875c264189419938211,rackerlabs/atom-hopper/d05bf4da61cc1485cc359875c264189419938211/SqlBuilder.java_2a6bd6b6f3975115b8fafe75c113bbf171b2d88b,2aa52b7ec4f5ee012071f7d81e725127e3589ebb,16678f8985208ec67b77d16f7acc5b24801c18d9,c6be6534d130a69073e73b95aae5aae1a1fefdaa,e82933112f7dacbd55ed7865c9bd5ef3a70b509d,8096912262298dd1d4a3994e7678de04a81abb39,jdimeimproved,success,505,4227,0.7993353904581059,0,0,0,7.753661180002383
