,merge_dir,spork_runtime,jdime_runtime
0,e9214bcf73462ba929652025404a95f8689430b4/DynamoDBSessionManager.java_cb9694670b0fddc72b98b6d99add13ed5980ed7b,1.2585042160003468,1.4402817520003737
1,e9214bcf73462ba929652025404a95f8689430b4/DynamoDBSessionStore.java_77e4947a4ddf0d5a3b533efca8fe87f0f7633484,1.4984733450000929,1.0996179260000645
2,e9214bcf73462ba929652025404a95f8689430b4/DynamoUtils.java_9ab74281e5ffbe04ba65673db61c4ab35f2c2cd5,1.3639563659999112,1.2646973649998472
3,61150e61daf0fa8cc897a3b69a840b1d21586d1b/RayHandler.java_ff173c6219a4c405148a98e4ae9bb5627a7967cd,1.2704769910001232,2.322425991999808
4,c93a48004b9fc7302c25a58b61045a596fcc1981/Light.java_65a85694dc823fb137ccf10f6ea79f6970f232ac,1.3721932729999935,2.521957984999972
5,ea2ea87f298f15b6bf2816a8566466dacaa16057/GifImageParser.java_698f0e6e58b1612a21fb38b7d76bff0907f0c9e0,2.753587635000258,3.4979992859998674
6,913d3ce6432d691fed1c559885b45cae303f38fb/DistinctIterableDecorator.java_4f15f35a98547f92e49e89b5abcd987b7a80069b,1.1663101429999188,0.8604146160000709
7,913d3ce6432d691fed1c559885b45cae303f38fb/FindIterableDecorator.java_ddbb23a9c9d4d57d21e76659385e743d18eef531,1.3925539449996904,1.2061573809996844
8,913d3ce6432d691fed1c559885b45cae303f38fb/JacksonMongoCollection.java_60078b196900929dedd0ea2a9c9bdf5af8a92daf,2.2204423449998103,2.9842512319996786
9,913d3ce6432d691fed1c559885b45cae303f38fb/MapReduceIterableDecorator.java_fdb1af20a6ac278607fa5db65cbe80cbaca168da,1.4293171959998292,1.0643250779999107
10,913d3ce6432d691fed1c559885b45cae303f38fb/MongoDBTestBase.java_372f3f319c19165cb324fd3f132eb266b2f93163,1.3757822610000403,1.0651218809998682
11,913d3ce6432d691fed1c559885b45cae303f38fb/TestQuerySerialization.java_793d081a202dd2b0791077af2499a3f111f41659,2.4316049990002284,2.016083063000224
12,fd3d13ebd7a8a6acbb0e0ffd70acc14e1a1caf3f/JacksonDBCollection.java_9cb54ace7b16960b88abdbaf3b399bf47247de76,3.40211483899975,3.1358108039999024
13,fd3d13ebd7a8a6acbb0e0ffd70acc14e1a1caf3f/JacksonDBEncoder.java_4301bc19f5ba8878a35fbc73bb4de9926a87471f,1.092311150000114,0.5702702290000161
14,fd3d13ebd7a8a6acbb0e0ffd70acc14e1a1caf3f/JacksonDBObject.java_859bf18f568b2db29043337e45c9ea80118e4737,0.8377788699999655,0.5854977330000111
15,fd3d13ebd7a8a6acbb0e0ffd70acc14e1a1caf3f/TestJsonViews.java_be5313eed4a2488d18db7be6c67829f6ae9390ac,1.0472700469999836,0.5741211539998403
16,07123194ec2b3857be609237d52ff2d4d9fc643b/DefaultSSLWebSocketServerFactory.java_43052f3a44b8baf56bc69d74acae889a338286a1,1.1384910289998516,0.713368771000205
17,1196574c3436f87682e1487f5ed0e179ea870ed3/WebSocketClient.java_c167c5df4e39261a8bd112f5dba9151497fe9408,1.5628352039998392,2.0397257290001107
18,1bc60f74b609a1a446c65c60f59e06e749a9df1f/WebSocketImpl.java_f0fd5279ebec06c9bfc7008b64d7eeacbd4a1b23,2.0733723060002376,3.00489979699978
19,2861d78f4d9c0e1922a32ed8fc6157798608d34a/SSLSocketChannel2.java_8877c34887984f75b373ad950c8e458b7e807c7a,1.590814861999661,1.5643605680002108
20,4232021c7364717219fd8e45645579a9ca0b3e8a/AutobahnServerTest.java_b73c9e92f084690b5d121c711f9f8cf9095897f1,1.0838933400000317,0.8525716069998452
21,4232021c7364717219fd8e45645579a9ca0b3e8a/Draft_6455.java_d35bc343295baf2e50a978f11c8803b6a4b6e67f,2.5273688050001506,3.1598799840003267
22,60425255a37b1ee95260ed54b6d13925c05d8225/WebSocketClient.java_c167c5df4e39261a8bd112f5dba9151497fe9408,1.8860246740000548,2.1723960119998083
23,60425255a37b1ee95260ed54b6d13925c05d8225/WebSocketImpl.java_f0fd5279ebec06c9bfc7008b64d7eeacbd4a1b23,2.152116793999994,3.0614738260001104
24,64b757473bc328eff7f07ff826f560cad3a57c4e/SSLClientExample.java_a86b7d7da71e4ddefaa4779e94f2366010baab5f,1.0276632059999429,0.9069688190002124
25,64b757473bc328eff7f07ff826f560cad3a57c4e/SSLServerExample.java_d80574c9ab19750b1b8f6b19d0254f46549aa1f3,0.9220708590000868,0.7566656620001595
26,7bfa83d1c9a567e2cdf4ecb80edbf5a5e914cf32/SSLSocketChannel2.java_8877c34887984f75b373ad950c8e458b7e807c7a,1.632739306000076,1.8349573919999784
27,7f9f9df6d35a081ecb56497dabff80b17cb944b4/WebSocketClient.java_c167c5df4e39261a8bd112f5dba9151497fe9408,1.5407864650001102,1.983516702000088
28,7f9f9df6d35a081ecb56497dabff80b17cb944b4/WebSocketServer.java_396695ecb3f80a5a8c34c02beb4873b808a6b456,2.1226799280002524,2.490997070000049
29,85390d5c463db73f3367de9908e2f0e919816ae9/WebSocketImpl.java_f0fd5279ebec06c9bfc7008b64d7eeacbd4a1b23,2.187276373000259,2.7819240459998578
30,872ebf2f47cffa4ea5dba0ac5a2b4f2714f512d9/WebSocketServer.java_396695ecb3f80a5a8c34c02beb4873b808a6b456,2.2166382860000344,3.2500093560001915
31,89418985308acfa964186a77b1eab8e6c21b9825/LimitExceededException.java_922cc2e2897ca5f58faa8ad725708f13d7796f56,0.7506191489997036,0.5294542460001139
32,89418985308acfa964186a77b1eab8e6c21b9825/WebSocketImpl.java_f0fd5279ebec06c9bfc7008b64d7eeacbd4a1b23,2.1775375479996906,3.4255107429999043
33,970943331f815655abeced00f34fbe6759126ebc/Issue825Test.java_a777191e135dc4e587de7dbc0842780f6063785d,1.1527075899998636,1.42034816100022
34,970943331f815655abeced00f34fbe6759126ebc/WebSocketClient.java_c167c5df4e39261a8bd112f5dba9151497fe9408,2.0568563100000574,2.7428953710000314
35,970943331f815655abeced00f34fbe6759126ebc/WebSocketImpl.java_f0fd5279ebec06c9bfc7008b64d7eeacbd4a1b23,2.0930179059996594,3.455058586999712
