,merge_dir,jdime_git_diff_size,spork_git_diff_size
572,1d3ff0aff838978dcc10e33065e27c706be58515/DefaultDockerClient.java_9ca540ee5c07414ef1d26742c10f4f8a04b9cda6,1582,333
573,1d3ff0aff838978dcc10e33065e27c706be58515/DefaultDockerClientUnitTest.java_d0c39c521cae734da57ebd03f2492ef5c6110af7,814,77
574,4f1944af6d3d77967e4f4f1f5968c5b4bb3b78bb/DefaultDockerClientTest.java_ffc66fde4316ce15d22cf18381d43d9b676c1543,710,56
575,6a7a9ac870a8f9c9a857ad3c389d1ef1d90da603/DefaultDockerClient.java_9ca540ee5c07414ef1d26742c10f4f8a04b9cda6,1526,198
576,6a7a9ac870a8f9c9a857ad3c389d1ef1d90da603/DockerClient.java_5de59714149c18d9e0ffa985cbf13588cae4745d,505,381
577,6dff932f1702d1c8f482239bdb866e7d8cd525b3/DockerClientTest.java_3bb2052a130baac29575fd1641203294a707218a,201,22
578,704bfe7535c2b275303f80bcc6bb5a6b94391804/DefaultDockerClient.java_9ca540ee5c07414ef1d26742c10f4f8a04b9cda6,929,216
579,704bfe7535c2b275303f80bcc6bb5a6b94391804/DockerClient.java_5de59714149c18d9e0ffa985cbf13588cae4745d,224,208
580,7359ae5e1645bf3347857f0257ea02b42c3e6fea/DefaultDockerClient.java_9ca540ee5c07414ef1d26742c10f4f8a04b9cda6,668,170
581,80c41efec60fb3e5ef80fcd4c5879a746b743ac3/DefaultDockerClient.java_9ca540ee5c07414ef1d26742c10f4f8a04b9cda6,1527,205
582,80c41efec60fb3e5ef80fcd4c5879a746b743ac3/DefaultDockerClientUnitTest.java_d0c39c521cae734da57ebd03f2492ef5c6110af7,770,40
583,b9cfbd3a41eb83c9d4e77f4f493572b4e4f1cd4a/DefaultDockerClientTest.java_ffc66fde4316ce15d22cf18381d43d9b676c1543,2032,161
584,de3197876713135a33734b932eeb35ca94a40e10/DockerClientTest.java_3bb2052a130baac29575fd1641203294a707218a,204,22
585,e1955955955815ff109e39bb4a5db0660a84448d/DefaultDockerClient.java_9ca540ee5c07414ef1d26742c10f4f8a04b9cda6,773,304
586,e1955955955815ff109e39bb4a5db0660a84448d/DefaultDockerClientTest.java_ffc66fde4316ce15d22cf18381d43d9b676c1543,1136,583
587,e1955955955815ff109e39bb4a5db0660a84448d/DockerClient.java_5de59714149c18d9e0ffa985cbf13588cae4745d,188,284
588,e9e44f2a091ed2bf689762df3c439b8b73349442/DefaultDockerClientTest.java_ffc66fde4316ce15d22cf18381d43d9b676c1543,2681,232
589,eb46612210bd019413b8ff0b738e159ca937405b/DefaultDockerClientTest.java_ffc66fde4316ce15d22cf18381d43d9b676c1543,3094,216
590,62951d6a63e8aa2d92d3c5c6baf00dcb0dd1bea3/ApplicationIntegrationTest.java_8e65b2930c484f79f867bd1c8deeb47f37a06e04,862,74
591,62951d6a63e8aa2d92d3c5c6baf00dcb0dd1bea3/JenkinsApplication.java_a64429b7dc45ce1d65934bf144cb05d7f938babb,88,42
592,888355d3d7a749bff42659154dc35ff294367628/IRestService.java_f3875e6533ec045e1f88efdc15114ad0040ff469,33,28
593,888355d3d7a749bff42659154dc35ff294367628/RestServiceTest.java_e8893d86bb6be8877288aae5a80fe4dc5e2dafce,431,81
594,eed6e201024f2f9f8a2b839f6dbfc62dfbf4cb14/ApplicationResource.java_afbf51b35a01449f68435f49ed560fbc4d4361c0,1962,196
595,eed6e201024f2f9f8a2b839f6dbfc62dfbf4cb14/ApplicationResourceIntegrationTest.java_847db9489b8829186d6c864bfda8139257db0602,697,210
596,088ea9ad36326c90506b4faeb9c4638484e5da29/SingularityScheduler.java_17602ee3e3160bbe7d07114d99e53bf601c92d1e,256,199
597,088ea9ad36326c90506b4faeb9c4638484e5da29/SingularitySchedulerTestBase.java_2b6cbe1df4e7f3d5845e9202344faad34a1f3a9c,274,131
598,088ea9ad36326c90506b4faeb9c4638484e5da29/SingularityTaskHistoryPersister.java_990eb472ed33e6231aec07ed992b04162a795cbb,56,57
599,088ea9ad36326c90506b4faeb9c4638484e5da29/SingularityTranscoderModule.java_d0ad70d778d363ce997cd484eb7196b0cab2ccc4,8,7
600,088ea9ad36326c90506b4faeb9c4638484e5da29/TaskManager.java_d968f8f6e26c17a6855efc8bfd2a160a2c627d6d,127,95
601,0adc4dcda153a212955c002e7e13bad984dba676/SingularitySchedulerTest.java_3f2eb01d535d18e5e5374c5ff033a355153a9a13,1377,65
602,0f55972e099bc32359bde6a123997a326cc7b4e6/HistoryJDBI.java_98880bcfbdf792b321c53a5046bb4f0702cde815,99,76
603,0f55972e099bc32359bde6a123997a326cc7b4e6/HistoryManager.java_4873706dd69b2cbb7feffa22815c8a6329d19f13,12,16
604,0f55972e099bc32359bde6a123997a326cc7b4e6/JDBIHistoryManager.java_31937779cfd6e55272bcfe8100f60f1d7543915c,100,25
605,0f55972e099bc32359bde6a123997a326cc7b4e6/NoopHistoryManager.java_532eddcb3971aef87a50bd0e92b873a4d8871685,61,19
606,1996b55c1c567992dd5fa48b77d93b05104695c7/SingularityConfiguration.java_264130306318e08940cd2183e7471ace19cc4900,177,38
607,26efb7cf19ff132baeea3b2d19f165856cf09f25/SingularityMesosSchedulerClient.java_6d55df2e4fdac5b3442fc0c9590681d497dba8d0,163,179
608,4468c7d92ddb8fa81a139ba4025b9d927c59716c/SingularitySchedulerTest.java_3f2eb01d535d18e5e5374c5ff033a355153a9a13,1218,60
609,509f76c44f9975d5a88022f53333fe13bbe506c6/SingularityConfiguration.java_264130306318e08940cd2183e7471ace19cc4900,162,38
610,550baaa4712be924065c3b994deb1003ea97aadc/SingularityTaskReconciliation.java_fa306b10ea24243c624191d4066c7109c7446775,67,92
611,550baaa4712be924065c3b994deb1003ea97aadc/StateManager.java_7fd5a916749dfa45dcc0a3aa1047826df0239ff7,136,116
612,58000e23adc3856ab34dded1dc9a67e899ceb229/SingularityScheduler.java_17602ee3e3160bbe7d07114d99e53bf601c92d1e,443,273
613,58000e23adc3856ab34dded1dc9a67e899ceb229/SingularitySchedulerTest.java_3f2eb01d535d18e5e5374c5ff033a355153a9a13,1238,141
614,5b8524cb1da859ca4078a971cd646a9ef7832a42/SingularityConfiguration.java_264130306318e08940cd2183e7471ace19cc4900,83,23
615,61a2baffe3e4558adba47ae5992dd05469e1437c/SingularityMesosScheduler.java_abf1651211b840c1a45c5f06791f126274f377c6,153,80
616,7061ebf5f4748a2bbab50b5c3d7df33e9d72b6d5/SingularityDeployChecker.java_50eae484e734a27a3e2bfed82c054ac0f353b0e5,275,171
617,9f2d4a0700e6f76f5a0096efa7e14fd8966c1e83/MesosUtils.java_ce55512dabf8abadbf3ea7ef8f98a941a9fa37a5,86,25
618,a631259fdb84f78c82c91ac7d5dc00bbf266394a/SingularitySchedulerTestBase.java_2b6cbe1df4e7f3d5845e9202344faad34a1f3a9c,273,142
619,a631259fdb84f78c82c91ac7d5dc00bbf266394a/TaskManager.java_d968f8f6e26c17a6855efc8bfd2a160a2c627d6d,125,83
620,d9dc9b8b52990ddac0e14036ad33bbd81bcac2b6/SingularitySlaveAndRackManager.java_6aaf115ccc9b068a3ef94798d091c5d1a925f321,221,134
621,02dd7666da541908f12a2cec81b91e8f91cac29b/Generator.java_2ebc563ba42c1e98cbe32cad517cfdd4afebf8b0,560,43
622,332e09483d59dc0f55b909b14326b019d5b2174c/TypeMapper.java_3cfef03d46a873156c09825468a66e7dac22a568,1416,166
623,69d39ed6fe26f04b1132ff17984ae3c77ef7ed77/TypeMapper.java_3cfef03d46a873156c09825468a66e7dac22a568,1451,93
624,79808fce4e97f0895068b03c1975db91cf2b1e50/BulkConnectionTest.java_4668ecfae8ac2bdd5964f60cad4aa4cc4b5a8567,162,34
625,9394831a11e1e6b561c8f02e04d1c5a526038567/JobStateEnum.java_afbd2061264eb4a71cf0b6e7d8f609582f511094,61,48
626,a0b230e5c07ce66c36d64a638227d33d67816a9c/BulkConnection.java_3939f6904262132ecb58365bf3c43c0ff7a5a69c,1390,60
627,a0b230e5c07ce66c36d64a638227d33d67816a9c/TypeMapper.java_3cfef03d46a873156c09825468a66e7dac22a568,1441,144
628,f617922ebb458d3e0df5769ad3792a1e683b05b1/SObject.java_86cb4e83a97142e382de1b08f0b30d0e7071dbda,141,16
629,f617922ebb458d3e0df5769ad3792a1e683b05b1/TypeMapper.java_3cfef03d46a873156c09825468a66e7dac22a568,1378,104
630,fbe96dcc60f8cf1c6b03ff142fed907842ceed65/Attribute.java_8f432bff2b8fe6df0761e7bbad7bea1d72bbfaf0,223,77
631,fbe96dcc60f8cf1c6b03ff142fed907842ceed65/AttributeGroup.java_47f2907aad4b7e46cf5754c289f1950539c8b33b,182,42
632,fbe96dcc60f8cf1c6b03ff142fed907842ceed65/Binding.java_698fa6e770d2d4fc19890d175a3775b0d7f1ee02,191,44
633,fbe96dcc60f8cf1c6b03ff142fed907842ceed65/ComplexType.java_21b2e2f73e792af9ea7da1fafaee7da3cc96fff0,250,39
634,fbe96dcc60f8cf1c6b03ff142fed907842ceed65/Definitions.java_11c8dc5d13e3946c6b754d0ff93b687fb92b4d79,299,18
635,fbe96dcc60f8cf1c6b03ff142fed907842ceed65/Element.java_65d98f1faf62c0aa956b5ea7c61610721cb3b214,368,53
636,fbe96dcc60f8cf1c6b03ff142fed907842ceed65/WsdlParseException.java_3fbc3642b0ff4d0145154dc6e223694a6cf1d879,50,11
637,fbe96dcc60f8cf1c6b03ff142fed907842ceed65/WsdlParser.java_26f4904e32f3345491dd60163f0acd2a0687895b,287,55
638,01f77a72310610356739f066c6babf6bf29940db/CircuitBreaker.java_a635d5c56b9524552edbe6ced9b058d30c413cde,673,136
639,cc84377fb02c90357e394a6b3cc83a69f4ebae77/CircuitBreaker.java_a635d5c56b9524552edbe6ced9b058d30c413cde,675,409
640,cc84377fb02c90357e394a6b3cc83a69f4ebae77/CircuitBreakerAspect.java_6bdd954db32b460461d7cf4c02c4c3d092cc166c,130,9
641,cc84377fb02c90357e394a6b3cc83a69f4ebae77/PerformanceMonitorAspect.java_8f7fc4ca7882f85534f1eb5046902c71d9e56204,119,8
642,cc84377fb02c90357e394a6b3cc83a69f4ebae77/TestCircuitBreaker.java_69596aecaf2013b54042ddbf077f586be681fcdc,735,24
643,f11acdfa7bb956c59d015f08588206bf9dbaef44/CircuitBreaker.java_a635d5c56b9524552edbe6ced9b058d30c413cde,671,498
644,f11acdfa7bb956c59d015f08588206bf9dbaef44/TestCircuitBreaker.java_69596aecaf2013b54042ddbf077f586be681fcdc,729,8
645,033352c960a79385d93adf795deb91cb3afa0ba4/NativeMojo.java_aa9d7a2dfa9aa9822b9edd81d0b60b9a167ad491,281,110
646,2b5b868be5cee963f12cf4f93782ec682f876804/NativeMojo.java_aa9d7a2dfa9aa9822b9edd81d0b60b9a167ad491,267,106
647,545a7dc3258f53305f67c0bb9bf063266dca682d/NativeMojo.java_aa9d7a2dfa9aa9822b9edd81d0b60b9a167ad491,264,82
648,75dbc23f1565f7812488dab1a4f19f03758bc54f/WebMojo.java_8f0eee5bb9533b72eb00acd83cf2b1eba13ef787,220,51
649,976875eca2572118adbf620261de16c1709c4175/JarMojo.java_ec17e1bd9966d518498c80edb545339e40583e3e,465,177
650,b5fd5390293bfd93335fdebaa5644b7cfde53d82/WebMojo.java_8f0eee5bb9533b72eb00acd83cf2b1eba13ef787,227,53
651,1cac1475971c1f6615a006becfd86736f7fcd317/TestManager.java_9a2e47f9cb0a1ccb0c8ef93c1b53c27073464e65,318,122
652,efc1712ae3cf864ff9e552c855f79ec5617dba34/JMeterMojo.java_0ae1721cca85a19c8992407b5b14f4bade282604,113,11
653,efc1712ae3cf864ff9e552c855f79ec5617dba34/TestManager.java_9a2e47f9cb0a1ccb0c8ef93c1b53c27073464e65,198,33
654,0583c7a88d8615719104b3de0a4d09c0b4175af7/GroupedAggregateRegionObserver.java_35074372cf214123f73fe0f42a8d1301fb11eed0,524,82
655,1a11cb5f0280a2e404a79a0a8877f906ef526c22/ParseNodeFactory.java_abf010d9323aed25af6ff2679e34fb1cb87d280e,813,64
656,1bf8be9942a56cc3ea018ee961413fc896170edb/ConnectionQueryServicesImpl.java_4c9fb3a473913e34d2e6622419d7944d4ad86222,2215,216
657,23b720ba3ac84d51e0b460f4e8cf2e5c42babec0/SkipRangeParallelIteratorRegionSplitterTest.java_2868d9aac025d57805cd5f108ca0d8f6ab3f7bc7,450,182
658,2c0274a2acf97604e614ea372710db52086ed38a/PDataType.java_af2a2b45858b42540b9ebbcadd3899a1707df301,6313,2518
659,2fb59a9a662bdbc78e00e70783bad29e48b16ca0/SubstrFunction.java_8771c19becac4e8c54c33f6d72e7dd32342cbced,293,54
660,2fb59a9a662bdbc78e00e70783bad29e48b16ca0/VariableLengthPKTest.java_5f2d63ac3f6c65fe0ecf69c5a40da161ea030fa5,2416,148
661,453f064c027e504209b0dc1d101f5842fe010938/UngroupedAggregateRegionObserver.java_d674d833a9e10f7c15694324821b9f9d97ab42cb,617,119
662,4d8273cde7572a810e746dbc915a51ca4a3620a7/DescColumnSortOrderExpressionTest.java_481fe5e91ddee82ed61fab74224a0b49b215672b,473,23
663,6ac45820ba8802952112df616247f5bf14c0afab/ParseNodeRewriter.java_4987a58cb6a5ba7e498b126ae3006ad7fb1f67c6,820,82
664,78fe3447c88b583c9e4fd67e938151adf648187f/WhereOptimizer.java_2efb08f117c3a3840ae3d69b8b31e361c2c2eb0a,990,72
665,7d0cf5fde370855e91ef83d3bd00cd8b3133c65c/PTable.java_68762eb1e6c82dbfac75c23f033133a86d886af1,93,51
666,7d0cf5fde370855e91ef83d3bd00cd8b3133c65c/ParallelIterators.java_b3d7e27ffdab08c0fad3f44ba29680677a3e36b3,239,50
667,7d0cf5fde370855e91ef83d3bd00cd8b3133c65c/SchemaUtil.java_3e691f405e4eb020d65720f48b12decc109e14e6,480,44
668,8046afb5d93eceeeb2341dd9859bd3fc4a426c80/ArrayTest.java_8c063d6b1e43553046525918f363d26789f03099,700,110
669,8046afb5d93eceeeb2341dd9859bd3fc4a426c80/CaseExpression.java_785fa9d75795bfb0fde772392ce5b8eb33da7a29,339,57
670,b0eccd7149092904a90f8afa6e4d46bab37cd5cb/ColumnRef.java_0cbfd9167f8ce551b7805d053fc62ae2bd6dad9a,189,17
671,b0eccd7149092904a90f8afa6e4d46bab37cd5cb/ConnectionQueryServicesImpl.java_ed89833e7bb04156e97c859f40283bf9214779a0,1804,183
672,b0eccd7149092904a90f8afa6e4d46bab37cd5cb/ExpressionCompiler.java_c32884f1e54fcfe2c6ebc63ea0b9fc2d7c3735c3,1977,239
673,b0eccd7149092904a90f8afa6e4d46bab37cd5cb/FromCompiler.java_75b603dc1a7e04d4cbab9ca225d01c0c7146d435,549,121
674,b0eccd7149092904a90f8afa6e4d46bab37cd5cb/ParseNodeFactory.java_abf010d9323aed25af6ff2679e34fb1cb87d280e,915,69
675,b0eccd7149092904a90f8afa6e4d46bab37cd5cb/ParseNodeRewriter.java_4987a58cb6a5ba7e498b126ae3006ad7fb1f67c6,846,105
676,e75e70b44efddea4c4fa2a560094bb0449557ad3/PDataType.java_af2a2b45858b42540b9ebbcadd3899a1707df301,5016,1768
677,e75e70b44efddea4c4fa2a560094bb0449557ad3/PDataTypeTest.java_9d783bb299087e137028218331b6ef5090602b2c,1230,348
678,07822e52cb1dede3c5e38b51d398091f5dfc4cac/MultiSearchIntegrationTest.java_e2fe807a316afdffe10870b63bbbf0db4539180f,120,34
679,1eefdd8ae30b4e1e050598dcde288f9518511aba/CardinalityAggregation.java_6cb8f8366fb1fed77828af98666462b56cd0f116,60,10
680,2866e747f07c6742ca94a2233003fef267d51b20/Explain.java_0298070d1e59f368a9d7eb27fdfcd2c5dd51c7a5,93,15
681,2866e747f07c6742ca94a2233003fef267d51b20/Update.java_8e32c8ed8f4ee306e0e2053a0d10b2ba81718222,89,13
682,287a69c9166121f7d6f135be86aceb815bd40b2f/JestHttpClient.java_d3f67d8e194d831ac35f924691e42c6e02f1f76e,379,17
683,357587f2d5713aa610324cf0d5b5530feb496726/NodeChecker.java_9a482a5ebe278f7e82129c312adb6b5b80af7f82,217,14
684,5a52b42310a107d3c82bb2199a05d25c428c0b33/MultiSearchIntegrationTest.java_e2fe807a316afdffe10870b63bbbf0db4539180f,187,28
685,7426b86dcb642803d8745773831004e7a21a8e24/AbstractAction.java_b740ae585e77150650186f1d4665771a7d099376,414,47
686,7426b86dcb642803d8745773831004e7a21a8e24/MultiGet.java_115f87264732e0a40cb8456f673bacbdb7ddda68,206,16
687,89cd8c7242fbe6f717559298df6af314ed152282/Cat.java_03db04dedff41b2ba69f1e4aae53869593684120,142,9
688,9021cb6764ec0ec9a8c7faee284c93c06b919f2f/MultiSearchIntegrationTest.java_e2fe807a316afdffe10870b63bbbf0db4539180f,187,28
689,c68bdb60c745d41329e24851f04df975720bfe69/JestClientFactory.java_e58f884e92ada7aeeb401482e35024fe230124dc,333,14
690,c68bdb60c745d41329e24851f04df975720bfe69/JestClientFactoryTest.java_5fec604f73e0cce2e91a2db40bc05911267b64f8,205,15
691,d4640e4175463cad5929e8dcf5ba817e32b7456b/JestResult.java_746ad94dd03bef2ec6355ba59bffe038b526dc3d,528,40
692,d4640e4175463cad5929e8dcf5ba817e32b7456b/SearchResult.java_7e03d0fca62e00230bfe2403fbc83670eab93a2c,476,70
693,df9c6f18a28c439f35a9747bf2d6f11874e33c3e/MultiGet.java_115f87264732e0a40cb8456f673bacbdb7ddda68,206,16
694,f7043288f67c314e920f6feacbbeb16e158e322f/JestHttpClientTest.java_e543c5e60ea5de04ac51ca6ef211cb3de257456d,378,49
695,89b09809405e284a06c321bf27b82154261ab42e/JUnit5TestThatDoesSatisfyExpectations.java_746609d9e0b5d316af2842650c13acc09358281e,24,2
696,fe4a8237583453e3f0fc2e9eb5b3687a87f3f211/AbstractDao.java_c398f654210f119b637c95280a1b6e76b6d53d0b,177,19
697,fe4a8237583453e3f0fc2e9eb5b3687a87f3f211/MainController.java_d0ef419b5fd388b40fd60ffd1ac74fc2623db7a1,416,53
698,042f6a03fcf7d892bbbd87f658c2a1a043c0e5a3/Step.java_f9aed32e5c613a25dc82cd52880b2b2f99c2bf1e,381,51
699,21e6965f9a9da338c3fafcf13219b5617596c59e/ReportInformationTest.java_32266ad7016bc2c30040c827ae23d6e2b4b5c876,288,21
700,3298fe3a80390387beed6f4c0194386461fdcd85/ReportBuilderTest.java_ccd62a986005373ca9a8b361156ca20d514a7c4f,417,13
701,3298fe3a80390387beed6f4c0194386461fdcd85/ReportInformationTest.java_32266ad7016bc2c30040c827ae23d6e2b4b5c876,309,19
702,3298fe3a80390387beed6f4c0194386461fdcd85/Step.java_f9aed32e5c613a25dc82cd52880b2b2f99c2bf1e,342,32
703,4b1b8c6d1d1d56f77d4394c8270ac5345cbc8aee/ElementTest.java_742d0d52babf452eb81b191303eeea52c021fbdb,193,25
704,4b1b8c6d1d1d56f77d4394c8270ac5345cbc8aee/Scenario.java_68e54420d9d9e9f88c870e603d84088f7be46959,229,24
705,65efc48712b4a98a89696c53bea379a25be30ad8/FeaturesOverviewPageIntegrationTest.java_e9a285df0035cb572c9dd4b692e7b4a7378dcab9,228,20
706,65efc48712b4a98a89696c53bea379a25be30ad8/TagsOverviewPageIntegrationTest.java_616726394c7b502e472debc81a396c38c925a2da,233,18
707,89b03a58ef9760a39e8ce38b0eded78b162bd93b/ReportInformationTest.java_32266ad7016bc2c30040c827ae23d6e2b4b5c876,318,22
708,89b03a58ef9760a39e8ce38b0eded78b162bd93b/StepTest.java_73cf3c846276e2bc5ea03c13f7beb7162ed7fb06,225,60
709,9cd1d59bb5ea6cb0b4560e6d70e5768f9001e19b/ReportBuilder.java_06ba3e72594babe4b4b2cc4be6c56e744f031840,580,57
710,9cd1d59bb5ea6cb0b4560e6d70e5768f9001e19b/StepTest.java_73cf3c846276e2bc5ea03c13f7beb7162ed7fb06,232,34
711,9fa019efbb3e9219643a69303c549bdb7b6515a2/FeatureOverviewPage.java_a935de4c9e07fb3311bd60d375f7eb4077312d77,80,25
712,9fa019efbb3e9219643a69303c549bdb7b6515a2/ReportInformation.java_cc372acb0b75828b935777abebac8273046adc03,368,51
713,aaaebfa3f52a2c48f039c6aefec978b6c7194306/ReportBuilder.java_06ba3e72594babe4b4b2cc4be6c56e744f031840,446,71
714,aaaebfa3f52a2c48f039c6aefec978b6c7194306/ReportInformation.java_cc372acb0b75828b935777abebac8273046adc03,765,42
715,c802cd0adbaa29205317b5c2ee784fc4d4370eee/ConfigurationTest.java_4512886842dfc56607c61c3a59577d56265da9eb,258,31
716,c802cd0adbaa29205317b5c2ee784fc4d4370eee/TagsOverviewPageTest.java_2b13d0a8a5c663997b201ff1166cfd55d9aad5c1,155,38
717,c81b41fb20fe0245621c78ff3621ff291549fccb/ReportBuilder.java_06ba3e72594babe4b4b2cc4be6c56e744f031840,552,60
718,ddaba101760e73dd9c7ccc7c904687c374cdab6f/ReportInformationTest.java_32266ad7016bc2c30040c827ae23d6e2b4b5c876,310,20
719,e47d9f2e3d941e775790e0e5682dbad2233f689c/Step.java_f9aed32e5c613a25dc82cd52880b2b2f99c2bf1e,381,45
720,faa9a558ea98e200d29735c0ed5ece2631c233a3/ReportBuilder.java_06ba3e72594babe4b4b2cc4be6c56e744f031840,431,42
721,3ec150362556ddbd5388e059ce6666e1bc224a6b/DefaultWebDriverSupplier.java_85752697742c563831df78a733135fa77f739961,247,51
722,7a07c05240f58cf31d04fe217c59ad78a3b0a728/SeleniumDriverFixture.java_b218fa773a6e24834eb3067b69467e4095548440,614,143
723,817270a3db61546589c3d5a2869c228d58f2a057/SeleniumDriverFixture.java_b218fa773a6e24834eb3067b69467e4095548440,652,845
724,a9304edb1a04cd4905ea1ec9569e6c2b8e63a1c2/SeleniumDriverFixture.java_b218fa773a6e24834eb3067b69467e4095548440,810,757
725,ec9fc65d962a690983fb76610d67bba9464c48d4/SeleniumDriverFixture.java_b218fa773a6e24834eb3067b69467e4095548440,826,907
726,0588608e7a2bdf974c985ff546207104f672bf6c/HSaslThriftClient.java_9d5aae1c6ed7eeedf1daef54d130ea1281a96e9d,242,238
727,395aa4fb76299eb90029bc85494c570254fd7523/CassandraClient.java_86b8e072de030aea86012a9bf5d782d974cbaeca,41,20
728,395aa4fb76299eb90029bc85494c570254fd7523/CassandraHost.java_5df207de444df6343f44bc3f154175c0deea63f2,33,31
729,395aa4fb76299eb90029bc85494c570254fd7523/CassandraHostConfigurator.java_45a4a4a81b0b7cced0f879c6ca1d4870daa2b02c,17,19
730,5d0c27912224edc86197e50eff7078acbf870e62/HConnectionManager.java_0ae90ebe7f47cf52453aa98358b559832f1857ce,214,141
731,5fa671c2105d816fc8c0acce3d873d5dcb9db7f8/KeyspaceTest.java_7eb1b310295c6d5e08d6145850198d965c36feb9,371,283
732,611774b93b1f0ac97dfd71682f4f424e152820f7/Keyspace.java_7d58420142c02c2d750c493b83875a8e8d1a071e,80,17
733,6285932a67c4731aa6218713daf14767fed8e4f0/CassandraHostConfigurator.java_cf7c2c855efda585e007b6a66532a0c4f0ec02e2,46,41
734,6c6c8a67fb7b47516424b757fee2e2020ba10e3f/EntityManagerImpl.java_9e5dc36c5e41b01b65ff299a2ea0592f94229241,203,48
735,82d35aa79504bcf2dcaecfe7e5ab8be0242def41/ConcurrentHClientPool.java_c7ae278a22e4065fd02cd749d0ee1fa135c2cbbf,123,167
736,8664c9b1d0ff140a081753efe4a7f862870db5a0/AbstractComposite.java_36b2b9062b9834852ae6abeec4ee0e7f12213111,214,123
737,8934604fe9cbc3137d06eb20368cfb405e2a1599/CassandraClientPoolTest.java_e839b62918f0a84b7044645ffce62f92082e48e9,64,33
738,8934604fe9cbc3137d06eb20368cfb405e2a1599/JmxMonitor.java_1fddb95cbd471665779ca6336d2c55b927cfc566,24,10
739,a33a46506656a39d1b0f7780973905665d3b6145/HKerberosThriftClient.java_8cd6146538245bd7fbc82e0bc58a1f3d2594ae63,39,42
740,a33a46506656a39d1b0f7780973905665d3b6145/HThriftClient.java_53fc45fcee997a5306e2c23483448881c8fa0598,90,19
741,a924f4184388e6f3aec2d6276a2a345e346ad3de/AbstractCluster.java_d74f5c69bc960a13d2e48feb0457ec017b92be55,138,33
742,ac706958f6fd2b465ee3ba327e3f0d987330c1e4/HLockManagerImpl.java_98012bf01c79ea4d84d7ee6fc2ac70fd99bfdd95,144,73
743,f764d6f3a1aab3245e2d657265c6d319dd036f80/SuperCfUpdater.java_967ce9b7b9cf513e4493258a8606898b6a28a686,66,33
744,d9ccc2bac7fe1bbb5a690b6a95ab80eac4e0fa36/CrunchCqlBulkRecordWriter.java_823068a0b51f72a8824b4870efb75c7bd05ac704,78,116
745,290602d727b35f1b074cc8c83e16931a29d66b94/CountThenEstimate.java_1ef496b100a9ffa3b277f3d46f50893b80b11d87,440,172
746,323e3010615a0f5b3b5356cc77297df94a92cfbb/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,1416,184
747,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,1442,335
748,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20/TestHyperLogLogPlus.java_bc6d75be0a1a3a3af0be43c9a388652b61fb545b,750,62
749,644e4e9be40e0eb69a9aef6acee6ca28643f174b/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,1419,198
750,a946396485c9f3cb1aeb11230a19233a0c9c88c0/TestHyperLogLogPlus.java_bc6d75be0a1a3a3af0be43c9a388652b61fb545b,801,20
751,b61c914497dc090c3c3d11afde0cc5deb6462dfc/MurmurHash.java_2c448536e089037b8c44962cbe3a742e40146509,321,169
752,c901ea4391873e4d195a334dc99cb23cede2b339/HyperLogLog.java_18050361d9ee60fff78cc5653cdd05511b003e12,465,41
753,db2ede74297f31dea9f0fa8e39a6a33be253ee6e/HyperLogLog.java_18050361d9ee60fff78cc5653cdd05511b003e12,364,114
754,db2ede74297f31dea9f0fa8e39a6a33be253ee6e/LinearCounting.java_12dadb2cfcecd647c892b3b47e6daaca6f24d92e,387,180
755,db2ede74297f31dea9f0fa8e39a6a33be253ee6e/LogLog.java_d00492a06bc6f501abb90713b3f569fc961f892d,295,131
756,e221cb6ab7841007e68d9a6e215f39600ff27502/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,1419,195
757,e4a8d65ba10d53becccedba91e7ec676556151e8/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,1350,326
758,f7e52dd868c140e79c09961d492e05ae73115e84/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,1184,322
759,25a7aa9c8df388502d88c3557213b5588f2e7222/FetchHTTPRequest.java_8f60be6c2a13a4d8911d671fe504f8bf180ce202,935,171
760,3528c990dfab5de007df957c9cf77954c313026b/WbmPersistLoadProcessorTest.java_d1615d9fec5f65e2b4fdb66d11fc7838ae272d4e,77,54
761,3a8b58998c44f50e159c29ffa580033980642801/ContentDigestHistoryTest.java_35a8ae644773930a5ec8b594b5beeca2af8f7c19,547,98
762,3a8b58998c44f50e159c29ffa580033980642801/StatisticsSelfTest.java_733763304897bcf8811ca2cb714372f124051f64,125,37
763,739cf7fdb34d9de9804dcec2730dc969924a2a64/TroughContentDigestHistory.java_646edee47d5e19249a64088dd957ba11e46a1bcc,202,54
764,b3e1a8303414d95fb8e07b5bbcc012b07f21fc70/AMQPUrlReceiver.java_a34a87af5f3bed23534d7c2f880816fa7099f798,712,111
765,b82896927aa5283382d331355bde422d0b9bc4c0/AMQPUrlReceiver.java_a34a87af5f3bed23534d7c2f880816fa7099f798,673,152
