,project,merge_dir,merge_commit,base_blob,left_blob,right_blob,expected_blob,replayed_blob,merge_cmd,outcome,git_diff_size,num_conflicts,conflict_size,runtime
14,hector-client/hector,395aa4fb76299eb90029bc85494c570254fd7523/KeyspaceTest.java_7eb1b310295c6d5e08d6145850198d965c36feb9,395aa4fb76299eb90029bc85494c570254fd7523,617d7f0d7dffd197f8e26716dc5d4ae4883b822e,0586ecfdaa312717964ae94eb7a22e7dbceebb00,fca1fdde2a6a0b19faf8d707f13acef417244bd4,fca1fdde2a6a0b19faf8d707f13acef417244bd4,5508c7d54487355a1db0c1c496ff898ba4871c4c,jdime,success,397,0,0,6.372600417000285
15,hector-client/hector,395aa4fb76299eb90029bc85494c570254fd7523/KeyspaceTest.java_7eb1b310295c6d5e08d6145850198d965c36feb9,395aa4fb76299eb90029bc85494c570254fd7523,617d7f0d7dffd197f8e26716dc5d4ae4883b822e,0586ecfdaa312717964ae94eb7a22e7dbceebb00,fca1fdde2a6a0b19faf8d707f13acef417244bd4,fca1fdde2a6a0b19faf8d707f13acef417244bd4,899986aba35097e60b04e60d8d6a0cef29b393ca,spork,conflict,38,1,2,3.5264112799995937
16,hector-client/hector,5d0c27912224edc86197e50eff7078acbf870e62/HConnectionManager.java_0ae90ebe7f47cf52453aa98358b559832f1857ce,5d0c27912224edc86197e50eff7078acbf870e62,431fdebc300cbc5a43a7379d2048b6f1416204fe,148956a8d60d0c794235233c2d4a03b6a8c400be,847e614a523aa443920285a5620937d050ec195d,b3dc2aa592f2a82346c8f24ea7c95a87aad62def,5a363ab7b71624e4110866fbb32621abb8c562a0,spork,success,141,0,0,1.8719581819987068
17,hector-client/hector,5d0c27912224edc86197e50eff7078acbf870e62/HConnectionManager.java_0ae90ebe7f47cf52453aa98358b559832f1857ce,5d0c27912224edc86197e50eff7078acbf870e62,431fdebc300cbc5a43a7379d2048b6f1416204fe,148956a8d60d0c794235233c2d4a03b6a8c400be,847e614a523aa443920285a5620937d050ec195d,b3dc2aa592f2a82346c8f24ea7c95a87aad62def,da309966539e04559d0942c11661cc8323bfe13a,jdime,success,214,0,0,1.9529535459987528
18,hector-client/hector,5fa671c2105d816fc8c0acce3d873d5dcb9db7f8/KeyspaceTest.java_7eb1b310295c6d5e08d6145850198d965c36feb9,5fa671c2105d816fc8c0acce3d873d5dcb9db7f8,c1c7356485e62be084b2ad31778e259ef050d490,4f04ffbf68d5732d68f2fbe5f291de0205055527,1cb07c8e596709da5f62b81ee8435f39a702cffe,1cb07c8e596709da5f62b81ee8435f39a702cffe,346d46c4cd8a6f6b1f9c5e8cf1f4e65a35752ad6,spork,success,283,0,0,3.3469372590006965
19,hector-client/hector,5fa671c2105d816fc8c0acce3d873d5dcb9db7f8/KeyspaceTest.java_7eb1b310295c6d5e08d6145850198d965c36feb9,5fa671c2105d816fc8c0acce3d873d5dcb9db7f8,c1c7356485e62be084b2ad31778e259ef050d490,4f04ffbf68d5732d68f2fbe5f291de0205055527,1cb07c8e596709da5f62b81ee8435f39a702cffe,1cb07c8e596709da5f62b81ee8435f39a702cffe,afeed0e9d9686ef7ab4106c1c9290bf5d8515315,jdime,success,371,0,0,4.016005023000616
20,hector-client/hector,611774b93b1f0ac97dfd71682f4f424e152820f7/Keyspace.java_7d58420142c02c2d750c493b83875a8e8d1a071e,611774b93b1f0ac97dfd71682f4f424e152820f7,7da00bd065264f82cb5884b3990499fd67a42f34,52ebac2bb1e5e22c34c1250bd1e8db5001f768bb,096447a94e5bd83cc94a6e8f07363a20e4c77c96,a8381298d6234c93fab5e711177d3fb0b84a8c91,613a2c3572b4348c7518e52db585a5b4b11c25eb,spork,success,17,0,0,1.0629818480010726
21,hector-client/hector,611774b93b1f0ac97dfd71682f4f424e152820f7/Keyspace.java_7d58420142c02c2d750c493b83875a8e8d1a071e,611774b93b1f0ac97dfd71682f4f424e152820f7,7da00bd065264f82cb5884b3990499fd67a42f34,52ebac2bb1e5e22c34c1250bd1e8db5001f768bb,096447a94e5bd83cc94a6e8f07363a20e4c77c96,a8381298d6234c93fab5e711177d3fb0b84a8c91,dd7ba2eca8ef5a1ad1a105ef9c784cc235826919,jdime,success,80,0,0,0.8833650060005311
22,hector-client/hector,6285932a67c4731aa6218713daf14767fed8e4f0/CassandraHostConfigurator.java_cf7c2c855efda585e007b6a66532a0c4f0ec02e2,6285932a67c4731aa6218713daf14767fed8e4f0,338f46b86810886361fb841a9159220c4356faac,720e4d4e9ef798c6ebac7685c6a126d949152bf5,8546548f7065d8e1b8b25302bd54df53efad2d88,0116b15f9aef6160695229c3aea56f546624e1ea,d6151d53ca6eaca8ab6a9dbaaadaa135d4b9e524,spork,success,41,0,0,1.4337709930005076
23,hector-client/hector,6285932a67c4731aa6218713daf14767fed8e4f0/CassandraHostConfigurator.java_cf7c2c855efda585e007b6a66532a0c4f0ec02e2,6285932a67c4731aa6218713daf14767fed8e4f0,338f46b86810886361fb841a9159220c4356faac,720e4d4e9ef798c6ebac7685c6a126d949152bf5,8546548f7065d8e1b8b25302bd54df53efad2d88,0116b15f9aef6160695229c3aea56f546624e1ea,f6951cff4598efc82bb8af14376fb17d7c7fcc1c,jdime,success,46,0,0,2.104301678999036
24,hector-client/hector,6c6c8a67fb7b47516424b757fee2e2020ba10e3f/EntityManagerImpl.java_9e5dc36c5e41b01b65ff299a2ea0592f94229241,6c6c8a67fb7b47516424b757fee2e2020ba10e3f,d83aa3997ddbdbe6e928a369fe3200d4bd206ddf,d61be1be12e089de2e1be4ac213e831656b7333f,fc8319c2c6c2db2b93bce5473203412fea174bb4,ca8face1ff2d6e723a5eba4e2ef3a951a9676252,4885003ef9fd1be3ac48cff334d8f4699148ee99,jdime,success,203,0,0,1.8647098450001067
25,hector-client/hector,6c6c8a67fb7b47516424b757fee2e2020ba10e3f/EntityManagerImpl.java_9e5dc36c5e41b01b65ff299a2ea0592f94229241,6c6c8a67fb7b47516424b757fee2e2020ba10e3f,d83aa3997ddbdbe6e928a369fe3200d4bd206ddf,d61be1be12e089de2e1be4ac213e831656b7333f,fc8319c2c6c2db2b93bce5473203412fea174bb4,ca8face1ff2d6e723a5eba4e2ef3a951a9676252,86bc59035c3cd9e123d7cf8a37c2f5913124c18d,spork,success,48,0,0,1.39016693800113
26,hector-client/hector,81d97c7856d93a8808be98964cc6018db1b97c6b/ComparatorType.java_628f810972602682fe87329a26ef05079b6191ef,81d97c7856d93a8808be98964cc6018db1b97c6b,5fae82fe93563591a1158bc678be2f78111933f8,24dcaff11d505f0ff182182deb51fb928a2bd01b,c68e110426806a9ebd76310069df57127365dbbf,bd20e92cf761e17cfeb3947a11b057beb746c503,6d673d58f9ef66ed44d5feb5964e82661becc7be,spork,conflict,112,1,214,1.0239871849989868
27,hector-client/hector,81d97c7856d93a8808be98964cc6018db1b97c6b/ComparatorType.java_628f810972602682fe87329a26ef05079b6191ef,81d97c7856d93a8808be98964cc6018db1b97c6b,5fae82fe93563591a1158bc678be2f78111933f8,24dcaff11d505f0ff182182deb51fb928a2bd01b,c68e110426806a9ebd76310069df57127365dbbf,bd20e92cf761e17cfeb3947a11b057beb746c503,85cd9c9aef2b2ce76b3980d90042ddbc4b489ca5,jdime,success,89,0,0,1.4257623850007803
28,hector-client/hector,82d35aa79504bcf2dcaecfe7e5ab8be0242def41/ConcurrentHClientPool.java_c7ae278a22e4065fd02cd749d0ee1fa135c2cbbf,82d35aa79504bcf2dcaecfe7e5ab8be0242def41,4292ca77cde5f3ca33bc6dc7e914255e883cd377,4d363130512072bdf3c9fe26b55dd3056762560c,c3dedb45f5fab04d0ebc815a65bc1a0017270d53,5ebbf3e969fc59a0717bdea55dcdf0522d6de7f4,e7e410f174e5ce9a283e9789c040b4de28f00c1d,spork,success,167,0,0,1.423866752000322
29,hector-client/hector,82d35aa79504bcf2dcaecfe7e5ab8be0242def41/ConcurrentHClientPool.java_c7ae278a22e4065fd02cd749d0ee1fa135c2cbbf,82d35aa79504bcf2dcaecfe7e5ab8be0242def41,4292ca77cde5f3ca33bc6dc7e914255e883cd377,4d363130512072bdf3c9fe26b55dd3056762560c,c3dedb45f5fab04d0ebc815a65bc1a0017270d53,5ebbf3e969fc59a0717bdea55dcdf0522d6de7f4,eb83e9668d2a8c84897729d63700944ca148965d,jdime,success,123,0,0,1.2379847020001762
30,hector-client/hector,8664c9b1d0ff140a081753efe4a7f862870db5a0/AbstractComposite.java_36b2b9062b9834852ae6abeec4ee0e7f12213111,8664c9b1d0ff140a081753efe4a7f862870db5a0,866e736e7e38b41cd0c78e08889e13d6bd9e01cc,0a30fbdfb6c8d9a5e3c14078265ce68cafbd99b4,384bcc11e82efee8a50cd9bf7dd8fdad563c93dc,b7bec9de6d42cf66a4377b06e3ea7f0384226476,124fcfca14668d6c16734d44a696ddc5f727f4cb,spork,success,123,0,0,2.2634920949985826
31,hector-client/hector,8664c9b1d0ff140a081753efe4a7f862870db5a0/AbstractComposite.java_36b2b9062b9834852ae6abeec4ee0e7f12213111,8664c9b1d0ff140a081753efe4a7f862870db5a0,866e736e7e38b41cd0c78e08889e13d6bd9e01cc,0a30fbdfb6c8d9a5e3c14078265ce68cafbd99b4,384bcc11e82efee8a50cd9bf7dd8fdad563c93dc,b7bec9de6d42cf66a4377b06e3ea7f0384226476,1a5de3b7b5ff03b359fa39e4c23174df180513c6,jdime,success,214,0,0,3.144467297999654
32,hector-client/hector,8934604fe9cbc3137d06eb20368cfb405e2a1599/CassandraClientPoolTest.java_e839b62918f0a84b7044645ffce62f92082e48e9,8934604fe9cbc3137d06eb20368cfb405e2a1599,dbc6cb206345ed6787d8f1dbe8f79ac0505def77,2cae068d74dbfc2c0b4354520036e8fc1e6e9b08,43d95f428b54101a78df7697977ce7a545e5138f,6b5e95b0b2242cf2af6b982fa4260732da62c489,7982154132fec7134030786f3ff037060524d2d4,jdime,success,64,0,0,0.7977039770012198
33,hector-client/hector,8934604fe9cbc3137d06eb20368cfb405e2a1599/CassandraClientPoolTest.java_e839b62918f0a84b7044645ffce62f92082e48e9,8934604fe9cbc3137d06eb20368cfb405e2a1599,dbc6cb206345ed6787d8f1dbe8f79ac0505def77,2cae068d74dbfc2c0b4354520036e8fc1e6e9b08,43d95f428b54101a78df7697977ce7a545e5138f,6b5e95b0b2242cf2af6b982fa4260732da62c489,80cf57ed28b2739dc1607bf94d8c7c6148302bf0,spork,success,33,0,0,1.0830788610001036
34,hector-client/hector,8934604fe9cbc3137d06eb20368cfb405e2a1599/JmxMonitor.java_1fddb95cbd471665779ca6336d2c55b927cfc566,8934604fe9cbc3137d06eb20368cfb405e2a1599,fec31b8bc063bf6189cb33977cf3e5f7be186a9a,ebab63912f4caa977932f103ca4a1762e1a3808a,b7b102df8fc3a6eab4f37674bdb4b16f4d111c92,2283cf273660e42aa1df04e5037f3ec2a0e469e3,3f35140b08b1c2a8297645fbe3d3e4b0046027eb,spork,success,10,0,0,1.1612532440012728
35,hector-client/hector,8934604fe9cbc3137d06eb20368cfb405e2a1599/JmxMonitor.java_1fddb95cbd471665779ca6336d2c55b927cfc566,8934604fe9cbc3137d06eb20368cfb405e2a1599,fec31b8bc063bf6189cb33977cf3e5f7be186a9a,ebab63912f4caa977932f103ca4a1762e1a3808a,b7b102df8fc3a6eab4f37674bdb4b16f4d111c92,2283cf273660e42aa1df04e5037f3ec2a0e469e3,6c524f615b09aea7702f119465af5f74c6fd95cd,jdime,success,24,0,0,0.7987505780001811
36,hector-client/hector,a33a46506656a39d1b0f7780973905665d3b6145/HKerberosThriftClient.java_8cd6146538245bd7fbc82e0bc58a1f3d2594ae63,a33a46506656a39d1b0f7780973905665d3b6145,75680fcc4180569d74ddbd6ea8997cc73816a9c6,95a7b4e2766217a3e9ac935a4d94d5b8d53dddaa,fe044f88e6222dbc50532a9f8631cb37adfdc21e,9dab8046d09fd63f61a513d0d453d3a6ba5a3803,232e66c176ef48f87baf967527954a13c9e6c247,jdime,success,39,0,0,0.7478918369997699
37,hector-client/hector,a33a46506656a39d1b0f7780973905665d3b6145/HKerberosThriftClient.java_8cd6146538245bd7fbc82e0bc58a1f3d2594ae63,a33a46506656a39d1b0f7780973905665d3b6145,75680fcc4180569d74ddbd6ea8997cc73816a9c6,95a7b4e2766217a3e9ac935a4d94d5b8d53dddaa,fe044f88e6222dbc50532a9f8631cb37adfdc21e,9dab8046d09fd63f61a513d0d453d3a6ba5a3803,2cc356e4bf7d48e6fd6a8d82d43875f273ffb86c,spork,success,42,0,0,1.0948706950002816
38,hector-client/hector,a33a46506656a39d1b0f7780973905665d3b6145/HThriftClient.java_53fc45fcee997a5306e2c23483448881c8fa0598,a33a46506656a39d1b0f7780973905665d3b6145,73f96e696ba9e1bf41108eacbe1f07dded2ed39e,7b77b6e34ede5f882792147ffc86ba796b233e2d,25c4ee14da09e75081d131fa047b2de4ae40e0e9,bd7e67fac50004e2564df585ecf240408bd3d0bc,31fb8cb65529b2dd5ca78b7acb00abeb85c97ac2,spork,success,19,0,0,1.3178858419996686
39,hector-client/hector,a33a46506656a39d1b0f7780973905665d3b6145/HThriftClient.java_53fc45fcee997a5306e2c23483448881c8fa0598,a33a46506656a39d1b0f7780973905665d3b6145,73f96e696ba9e1bf41108eacbe1f07dded2ed39e,7b77b6e34ede5f882792147ffc86ba796b233e2d,25c4ee14da09e75081d131fa047b2de4ae40e0e9,bd7e67fac50004e2564df585ecf240408bd3d0bc,40b9c4117ba682489b91ec83de013a632a2e8434,jdime,success,90,0,0,1.3441672150001978
40,hector-client/hector,a924f4184388e6f3aec2d6276a2a345e346ad3de/AbstractCluster.java_d74f5c69bc960a13d2e48feb0457ec017b92be55,a924f4184388e6f3aec2d6276a2a345e346ad3de,6b28de50b7d7fb0cdeb8c3ca9012b6da9a0f7416,af45f829c45e553a05b502153fb69c81e2272f48,de533497a40795c3b8313221bdb8995478953c96,36dd55267c87ba1951604dcf7cd79dd45d3b4ceb,5b235b45dbea7825f08c3ae4b4c7738603460f01,spork,success,33,0,0,1.5943976999988083
41,hector-client/hector,a924f4184388e6f3aec2d6276a2a345e346ad3de/AbstractCluster.java_d74f5c69bc960a13d2e48feb0457ec017b92be55,a924f4184388e6f3aec2d6276a2a345e346ad3de,6b28de50b7d7fb0cdeb8c3ca9012b6da9a0f7416,af45f829c45e553a05b502153fb69c81e2272f48,de533497a40795c3b8313221bdb8995478953c96,36dd55267c87ba1951604dcf7cd79dd45d3b4ceb,f944b052f816987430d11e86771ea2f49b0dcf02,jdime,success,138,0,0,1.5193290610004624
42,hector-client/hector,a924f4184388e6f3aec2d6276a2a345e346ad3de/ColumnParser.java_da0a971f65a4dbb4f1085bc6c14e055b76f1a485,a924f4184388e6f3aec2d6276a2a345e346ad3de,bea0be147dfdfef57ec80500503c433e84ef53bc,c10c1a2b3697d65372de2537bb3ce4648879ad57,be6aeaede9b2ed6050fa9678fec64df453096e83,8be0ed237f341749ec978da88302049ea849598a,096ea0d5424c7db6835262873d188f15c0238dd1,jdime,success,39,0,0,0.6591106329997274
43,hector-client/hector,a924f4184388e6f3aec2d6276a2a345e346ad3de/ColumnParser.java_da0a971f65a4dbb4f1085bc6c14e055b76f1a485,a924f4184388e6f3aec2d6276a2a345e346ad3de,bea0be147dfdfef57ec80500503c433e84ef53bc,c10c1a2b3697d65372de2537bb3ce4648879ad57,be6aeaede9b2ed6050fa9678fec64df453096e83,8be0ed237f341749ec978da88302049ea849598a,eda33d11dffdb8591a2ecaf9f69795d8b665f173,spork,success,12,0,0,0.9949153519992252
44,hector-client/hector,ac706958f6fd2b465ee3ba327e3f0d987330c1e4/HLockManagerImpl.java_98012bf01c79ea4d84d7ee6fc2ac70fd99bfdd95,ac706958f6fd2b465ee3ba327e3f0d987330c1e4,bd49dfc70e78f36060fd8f7add54cb79d4377523,212586b72466c80ebd05207cfdd2146b55b2ef85,d5050e5b4572d72b8dd91cb56e7ba16b5627f6a7,732f14f112f1e9f467aa668462c33a82a34f1858,2fb4ec0f93f2b4402753e9afcd5b4d611300c2dc,spork,success,73,0,0,1.758748185000513
45,hector-client/hector,ac706958f6fd2b465ee3ba327e3f0d987330c1e4/HLockManagerImpl.java_98012bf01c79ea4d84d7ee6fc2ac70fd99bfdd95,ac706958f6fd2b465ee3ba327e3f0d987330c1e4,bd49dfc70e78f36060fd8f7add54cb79d4377523,212586b72466c80ebd05207cfdd2146b55b2ef85,d5050e5b4572d72b8dd91cb56e7ba16b5627f6a7,732f14f112f1e9f467aa668462c33a82a34f1858,c9c55767ddedff7e2f12932cb63bcd0cd135bbb5,jdime,success,144,0,0,1.5683159959990007
46,hector-client/hector,f764d6f3a1aab3245e2d657265c6d319dd036f80/SuperCfUpdater.java_967ce9b7b9cf513e4493258a8606898b6a28a686,f764d6f3a1aab3245e2d657265c6d319dd036f80,ae98abae605563bd8b13efdf38912493e610a059,15d4a74197397acfcfd1317c3674069c35413adb,dc5fa590fff94ab53a96091152f10e142812b9c2,6638c60ecec71352bedc285248624111d269a15a,8a85a76f88698fbf7c604f17d1325637225cdd5c,jdime,success,66,0,0,1.030802927998593
47,hector-client/hector,f764d6f3a1aab3245e2d657265c6d319dd036f80/SuperCfUpdater.java_967ce9b7b9cf513e4493258a8606898b6a28a686,f764d6f3a1aab3245e2d657265c6d319dd036f80,ae98abae605563bd8b13efdf38912493e610a059,15d4a74197397acfcfd1317c3674069c35413adb,dc5fa590fff94ab53a96091152f10e142812b9c2,6638c60ecec71352bedc285248624111d269a15a,bcc5f8e009b822bc5640a8e5808842d17c021b24,spork,success,33,0,0,1.3621433379994414
0,spotify/hdfs2cass,d9ccc2bac7fe1bbb5a690b6a95ab80eac4e0fa36/CrunchCqlBulkRecordWriter.java_823068a0b51f72a8824b4870efb75c7bd05ac704,d9ccc2bac7fe1bbb5a690b6a95ab80eac4e0fa36,f94aa58badd49d14f3ff1404a6d0da9cb2bb65b1,4e66a3a62d4f999bdfc210f1cbe3838ca0a919ac,5f9ceaa3029dacc2f738c31ac738e63d3ce9e201,5f9ceaa3029dacc2f738c31ac738e63d3ce9e201,9a034c553c5bbd91d4f891f80f0d2789e19692b3,jdime,success,78,0,0,1.0945690829994421
1,spotify/hdfs2cass,d9ccc2bac7fe1bbb5a690b6a95ab80eac4e0fa36/CrunchCqlBulkRecordWriter.java_823068a0b51f72a8824b4870efb75c7bd05ac704,d9ccc2bac7fe1bbb5a690b6a95ab80eac4e0fa36,f94aa58badd49d14f3ff1404a6d0da9cb2bb65b1,4e66a3a62d4f999bdfc210f1cbe3838ca0a919ac,5f9ceaa3029dacc2f738c31ac738e63d3ce9e201,5f9ceaa3029dacc2f738c31ac738e63d3ce9e201,9c46e179125f7d41e804b797eeffb26bd2fd01ec,spork,success,116,0,0,1.3768911900006058
0,addthis/stream-lib,290602d727b35f1b074cc8c83e16931a29d66b94/CountThenEstimate.java_1ef496b100a9ffa3b277f3d46f50893b80b11d87,290602d727b35f1b074cc8c83e16931a29d66b94,9d6719ea3168498d1762495aa170fc336831c268,ea6286450d45484c3f0a10bb3877f4493c5acca1,6b70258286da99bf20e411c86e1255ee1c79d73f,c99ead54b02ad221dc538fd839058f1c69aadcd4,103841b08e9cf96cc4b679126fdb1632f4815086,jdime,success,440,0,0,1.2588245709994226
1,addthis/stream-lib,290602d727b35f1b074cc8c83e16931a29d66b94/CountThenEstimate.java_1ef496b100a9ffa3b277f3d46f50893b80b11d87,290602d727b35f1b074cc8c83e16931a29d66b94,9d6719ea3168498d1762495aa170fc336831c268,ea6286450d45484c3f0a10bb3877f4493c5acca1,6b70258286da99bf20e411c86e1255ee1c79d73f,c99ead54b02ad221dc538fd839058f1c69aadcd4,4aad885c20d31072fbc4ed4496dcc3279d6fcab6,spork,success,172,0,0,1.695301327999914
2,addthis/stream-lib,323e3010615a0f5b3b5356cc77297df94a92cfbb/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,323e3010615a0f5b3b5356cc77297df94a92cfbb,7462928c081572e41e18d8c4f03d58eaaf609ad2,903a871bcd7ed6411e1ab18ba5ba134c231c4917,8f97e0d9c152471302655dc6b8827aa04787c343,f604796d634db908de7fbfd107fd37873008beb9,804d6e6f43d4550fd7a436074ceb947d0c4b5c45,jdime,success,1416,0,0,5.060459787000582
3,addthis/stream-lib,323e3010615a0f5b3b5356cc77297df94a92cfbb/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,323e3010615a0f5b3b5356cc77297df94a92cfbb,7462928c081572e41e18d8c4f03d58eaaf609ad2,903a871bcd7ed6411e1ab18ba5ba134c231c4917,8f97e0d9c152471302655dc6b8827aa04787c343,f604796d634db908de7fbfd107fd37873008beb9,a70102339e00a0e4235ba93076bf84068d268ff4,spork,success,184,0,0,9.743108659999052
4,addthis/stream-lib,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20,0b7c0de9d21a9fc88ea604125fa63ed5ac00e927,ab912dc3ddaaad790ccc59a99d4b0f1000a93977,b9391bf83a323f59e533a600ed43ff7461f28d24,14818594be8194265bb8934cb3574cad068cd4db,1807a0cd2dac1a009838b2e90b985df75b69733b,jdime,success,1442,0,0,4.02218492800057
5,addthis/stream-lib,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20,0b7c0de9d21a9fc88ea604125fa63ed5ac00e927,ab912dc3ddaaad790ccc59a99d4b0f1000a93977,b9391bf83a323f59e533a600ed43ff7461f28d24,14818594be8194265bb8934cb3574cad068cd4db,ed463fef2c2c18580bf969bcedfa32970e9dda89,spork,success,335,0,0,9.67615813699922
6,addthis/stream-lib,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20/TestHyperLogLogPlus.java_bc6d75be0a1a3a3af0be43c9a388652b61fb545b,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20,52914f0c1104745985b6726b90524eef8cbe3440,1547aa5bd190b3ee203c85ff038379e0c4915321,d197415b79553ed0523108db7b38a594e275f5c8,a98c9fecee31b26987c33d21256704a66ba7b8fa,77ba7b1c8092594211b6dad33b33383bc602a580,jdime,success,750,0,0,1.7248375029994352
7,addthis/stream-lib,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20/TestHyperLogLogPlus.java_bc6d75be0a1a3a3af0be43c9a388652b61fb545b,59ece5dc87ebf3cd6327d83ac6fa5e9b735d5f20,52914f0c1104745985b6726b90524eef8cbe3440,1547aa5bd190b3ee203c85ff038379e0c4915321,d197415b79553ed0523108db7b38a594e275f5c8,a98c9fecee31b26987c33d21256704a66ba7b8fa,a536b94dc1ac6fa6faafa3c0050d5407d160bfba,spork,success,62,0,0,1.6402112690011563
8,addthis/stream-lib,644e4e9be40e0eb69a9aef6acee6ca28643f174b/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,644e4e9be40e0eb69a9aef6acee6ca28643f174b,1b57b624d89a383704addbd24f1bf162e5bfe66b,ff340b78fe4e071c744593ed7a2c56c8aa2a3198,68eaffeb54c6b5fd1cf77f0704247634b7d01ba3,8bcd34853e03f2ae7fed27d197c7c274c132004f,6a650a5bed31d812c22ef7136ddd569a1d1a7bc7,spork,success,198,0,0,10.111008634001337
9,addthis/stream-lib,644e4e9be40e0eb69a9aef6acee6ca28643f174b/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,644e4e9be40e0eb69a9aef6acee6ca28643f174b,1b57b624d89a383704addbd24f1bf162e5bfe66b,ff340b78fe4e071c744593ed7a2c56c8aa2a3198,68eaffeb54c6b5fd1cf77f0704247634b7d01ba3,8bcd34853e03f2ae7fed27d197c7c274c132004f,dc084be4088c49a5296c20b8f1e640e53324e20b,jdime,success,1419,0,0,4.869266386000163
10,addthis/stream-lib,a946396485c9f3cb1aeb11230a19233a0c9c88c0/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,a946396485c9f3cb1aeb11230a19233a0c9c88c0,9ad53382335fb0f848f2427a41a7863b658e8b07,7b71eb3041aa730c1c6c5399049acb0c8babc70f,f2cd72b949dd2e231376dc91d7eb8a9201e56ccb,42a2bd14153c989274c9b52920bf61b7325efa84,ca52f7b4bd0e63255027901774269f17ecd88757,jdime,success,1436,0,0,5.0274662709998665
11,addthis/stream-lib,a946396485c9f3cb1aeb11230a19233a0c9c88c0/HyperLogLogPlus.java_7494febd2fca844b53f56aaf8a87a601abc7e44b,a946396485c9f3cb1aeb11230a19233a0c9c88c0,9ad53382335fb0f848f2427a41a7863b658e8b07,7b71eb3041aa730c1c6c5399049acb0c8babc70f,f2cd72b949dd2e231376dc91d7eb8a9201e56ccb,42a2bd14153c989274c9b52920bf61b7325efa84,f0a62674c2f4e1fb12af7cf9d62afd248f640399,spork,conflict,241,1,2,10.293939286999377
12,addthis/stream-lib,a946396485c9f3cb1aeb11230a19233a0c9c88c0/TestHyperLogLogPlus.java_bc6d75be0a1a3a3af0be43c9a388652b61fb545b,a946396485c9f3cb1aeb11230a19233a0c9c88c0,0b0f988b0c09d81a892e56ca7ebfab044f274f11,e76cf549a49acd7ace5f75f1275a417ebee39be5,c6a72f66d7aa149e5498df6e7c7c777acbd7493d,3413f8880f88680e653231143049a2ee13f0c2df,54d5a4c85d859d40760a45c16dd4c10673ad92a9,spork,success,20,0,0,1.89838724800029
13,addthis/stream-lib,a946396485c9f3cb1aeb11230a19233a0c9c88c0/TestHyperLogLogPlus.java_bc6d75be0a1a3a3af0be43c9a388652b61fb545b,a946396485c9f3cb1aeb11230a19233a0c9c88c0,0b0f988b0c09d81a892e56ca7ebfab044f274f11,e76cf549a49acd7ace5f75f1275a417ebee39be5,c6a72f66d7aa149e5498df6e7c7c777acbd7493d,3413f8880f88680e653231143049a2ee13f0c2df,ffc68cf994367e5d76939a12d6b4887b2d6a84f3,jdime,success,801,0,0,1.8837370340006598
14,addthis/stream-lib,b61c914497dc090c3c3d11afde0cc5deb6462dfc/MurmurHash.java_2c448536e089037b8c44962cbe3a742e40146509,b61c914497dc090c3c3d11afde0cc5deb6462dfc,7b727455c25344f543cf9aa753521f5260671426,49d8395934c853be1621be746de2ab474a810276,b8969838d41dd23efc27138dbf04c1777121e17a,c0bdf133f4d1b7e3f328bf57130a88cabc6c9630,194a83c4bd9ce2ed03121de58a7c8704ac0c0025,jdime,success,321,0,0,0.9383419469995716
15,addthis/stream-lib,b61c914497dc090c3c3d11afde0cc5deb6462dfc/MurmurHash.java_2c448536e089037b8c44962cbe3a742e40146509,b61c914497dc090c3c3d11afde0cc5deb6462dfc,7b727455c25344f543cf9aa753521f5260671426,49d8395934c853be1621be746de2ab474a810276,b8969838d41dd23efc27138dbf04c1777121e17a,c0bdf133f4d1b7e3f328bf57130a88cabc6c9630,824bb258a4823c9c66cf4af78ad64f9db46d3604,spork,success,169,0,0,0.9998965140002838
16,addthis/stream-lib,c901ea4391873e4d195a334dc99cb23cede2b339/HyperLogLog.java_18050361d9ee60fff78cc5653cdd05511b003e12,c901ea4391873e4d195a334dc99cb23cede2b339,b4dac90b2399fb0aee56ac6a43ba88a453aace3b,217cf1414cf1d21234b28273c5d9bdb17f8b54ed,079addd0d0b0a2fe0a5aea385882424d6559a853,2ded869eac2c65851a8e7c8125d229e03c532fa1,a92b08a913f58b19b8c2ed657ab3c202b48ec3a3,spork,success,41,0,0,1.3809705059993576
