,project,merge_dir,merge_commit,base_blob,left_blob,right_blob,expected_blob,replayed_blob,merge_cmd,outcome,git_diff_size,num_conflicts,conflict_size,runtime
13,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/CSSName.java_bb2f7e8e96f1b62e8ea4d439d7db4ad909c87080,95bfc21a868b15c0753e179040dabb40b59f6b09,b8f4f3b8dbda9be62f3fdc814ce10e175745c7ef,aeff5b6b80b43946aeff2c600ae1e95a9b315ae2,44eea4a07b1b9508d00598803acc397c457acbb5,33ea2576a5f286e4dd0a6a2e43c51e2d4ff32daf,e5e44449453de4702063a2872c9bba4d7ba260bc,spork,success,1361,0,0,2.2563563339999746
14,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/CalculatedStyle.java_9bd6895685dbcfd178a51c045ede746cf8a27a76,95bfc21a868b15c0753e179040dabb40b59f6b09,915cac3479ce9dafd266efabb1e3ceedb875c0a3,7cddd930c08a0f978c15f011493d16b7922ee9d4,019eb0ccede12a23eb96bd0fb5dc29b7966b8065,635914b30f2087b121d405578300eb189cea0677,09c8a8b408f7179427ad72dbc063f6377f2920bd,jdime,success,2293,0,0,5.235046949999742
15,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/CalculatedStyle.java_9bd6895685dbcfd178a51c045ede746cf8a27a76,95bfc21a868b15c0753e179040dabb40b59f6b09,915cac3479ce9dafd266efabb1e3ceedb875c0a3,7cddd930c08a0f978c15f011493d16b7922ee9d4,019eb0ccede12a23eb96bd0fb5dc29b7966b8065,635914b30f2087b121d405578300eb189cea0677,ad104523d8a6855ffa689956bee9eae07ee2364e,spork,success,398,0,0,2.3173307280003432
16,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/ITextOutputDevice.java_1f14b7f47fd22351ed4be56f65804dc0bd8d0338,95bfc21a868b15c0753e179040dabb40b59f6b09,12bc327f1b0efb0c793c7ee47ec4080a3bb71e58,87a344b7812d72a8f59ef6872a51b40ef89177e0,5eb31f244627b1bbcfb13dfae9af388cf8d246d5,4fad259468eb1ef61fbc9e4f718684a5ee206786,8a0cd1a8e1a299c24ed9be05a39b7d80dcdcf974,jdime,success,2047,0,0,5.5846213609993365
17,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/ITextOutputDevice.java_1f14b7f47fd22351ed4be56f65804dc0bd8d0338,95bfc21a868b15c0753e179040dabb40b59f6b09,12bc327f1b0efb0c793c7ee47ec4080a3bb71e58,87a344b7812d72a8f59ef6872a51b40ef89177e0,5eb31f244627b1bbcfb13dfae9af388cf8d246d5,4fad259468eb1ef61fbc9e4f718684a5ee206786,e062777448a8d3408aec5f2de4cf0593521528df,spork,success,223,0,0,3.005533669000215
18,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/ITextOutputDevice.java_58aa88fe78df966f5efe793b0b0b9bac4130554a,95bfc21a868b15c0753e179040dabb40b59f6b09,80c1d2735d344a50697b729ac1b4bd8213556aa6,ffce5fbb65d1e3d08820362dd9f88623e9300490,efa1abadebcea91f5c9bed3c17148f9c303069e8,e1041ae8e67e2c6c6da949bc69c28c7cd449387a,1858ad3319feb67a510490cf9e2fd91a35e36946,spork,success,60,0,0,2.8720577130006864
19,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/ITextOutputDevice.java_58aa88fe78df966f5efe793b0b0b9bac4130554a,95bfc21a868b15c0753e179040dabb40b59f6b09,80c1d2735d344a50697b729ac1b4bd8213556aa6,ffce5fbb65d1e3d08820362dd9f88623e9300490,efa1abadebcea91f5c9bed3c17148f9c303069e8,e1041ae8e67e2c6c6da949bc69c28c7cd449387a,557ed876957d7bfdfd48198eef54314dc41ce21f,jdime,success,1955,0,0,5.325007579000157
20,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/PrimitivePropertyBuilders.java_7cf8b8622904a26c4c0a8d8d2ca459d15ddee30c,95bfc21a868b15c0753e179040dabb40b59f6b09,9bc0344a25433df7bf41aaa5431418155d7ea1f5,c34582424b085e97d684dffc1f6fe59891709475,9ee652970d3f6d840270fb154d8dfb61528017a9,a4fdffb5f4f4a2f3be595f43ef8d054111488c02,013873a9a43bcb50bd463cc05ee5422858de9d4b,jdime,success,2321,0,0,8.170584612999846
21,flyingsaucerproject/flyingsaucer,95bfc21a868b15c0753e179040dabb40b59f6b09/PrimitivePropertyBuilders.java_7cf8b8622904a26c4c0a8d8d2ca459d15ddee30c,95bfc21a868b15c0753e179040dabb40b59f6b09,9bc0344a25433df7bf41aaa5431418155d7ea1f5,c34582424b085e97d684dffc1f6fe59891709475,9ee652970d3f6d840270fb154d8dfb61528017a9,a4fdffb5f4f4a2f3be595f43ef8d054111488c02,dc61b79c16b08ab0556dc34f4c924153c1e3cf2f,spork,success,875,0,0,3.1864451949995782
22,flyingsaucerproject/flyingsaucer,9b83c56a8c1de53c9ea1c2a3141e48b36bb2d3e0/ITextRenderer.java_9f78a52b12492d14a0c9c1eedc652fc5039ab263,9b83c56a8c1de53c9ea1c2a3141e48b36bb2d3e0,6ace463f78f7560612622a7b1cfbc4d210e9c3a1,cdf94d3459b2970cc6c68caa9443b5740b860133,60709d6b739bb3b18924f0e13ca7184224354b43,942a8cc9f188755f57b08f1a727ab20fcb5c4a0f,,jdime,fail,-1,0,0,300.0
23,flyingsaucerproject/flyingsaucer,9b83c56a8c1de53c9ea1c2a3141e48b36bb2d3e0/ITextRenderer.java_9f78a52b12492d14a0c9c1eedc652fc5039ab263,9b83c56a8c1de53c9ea1c2a3141e48b36bb2d3e0,6ace463f78f7560612622a7b1cfbc4d210e9c3a1,cdf94d3459b2970cc6c68caa9443b5740b860133,60709d6b739bb3b18924f0e13ca7184224354b43,942a8cc9f188755f57b08f1a727ab20fcb5c4a0f,62207cb68e42891c848b0812c3d677960436f3ae,spork,success,90,0,0,1.8669293729999483
24,flyingsaucerproject/flyingsaucer,b2ef06a76fefd6cd69ba13fc251afe583f77c0b2/ITextOutputDevice.java_58aa88fe78df966f5efe793b0b0b9bac4130554a,b2ef06a76fefd6cd69ba13fc251afe583f77c0b2,80c1d2735d344a50697b729ac1b4bd8213556aa6,f79239a30e2272c72fe1f3f5fe65c390281eb812,c79cedc688601c3ace4ce79982e8ee1c0e220682,59f19919240c28b8d4b7b59a8063fef67750f497,5caee078445c8bb72067786acb7bf26ff25e74ad,jdime,success,1970,0,0,4.871020094999949
25,flyingsaucerproject/flyingsaucer,b2ef06a76fefd6cd69ba13fc251afe583f77c0b2/ITextOutputDevice.java_58aa88fe78df966f5efe793b0b0b9bac4130554a,b2ef06a76fefd6cd69ba13fc251afe583f77c0b2,80c1d2735d344a50697b729ac1b4bd8213556aa6,f79239a30e2272c72fe1f3f5fe65c390281eb812,c79cedc688601c3ace4ce79982e8ee1c0e220682,59f19919240c28b8d4b7b59a8063fef67750f497,8b33706e31e3a6577186aaa4a1792b1b60a3a5a6,spork,success,105,0,0,3.0688397510002687
0,nishio-dens/bitbucket-pullrequest-builder-plugin,134d79f28ba6c589291b96a16c493556ff39389a/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,134d79f28ba6c589291b96a16c493556ff39389a,01bbacfe7efd5517a28a25d7ce22611536e7d6c1,28ae5535fc0047052089fb3a5f9425c2d99fa25e,740a9121a054d88d9998675557e0bde687de65dc,083d0e4e3a78afcf028c038a6a7289f912fdc48c,,spork,fail,-1,0,0,1.113451494000401
1,nishio-dens/bitbucket-pullrequest-builder-plugin,134d79f28ba6c589291b96a16c493556ff39389a/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,134d79f28ba6c589291b96a16c493556ff39389a,01bbacfe7efd5517a28a25d7ce22611536e7d6c1,28ae5535fc0047052089fb3a5f9425c2d99fa25e,740a9121a054d88d9998675557e0bde687de65dc,083d0e4e3a78afcf028c038a6a7289f912fdc48c,ff213dd357ed508e904bab270110c16e31b59de4,jdime,success,586,0,0,2.126946882000084
2,nishio-dens/bitbucket-pullrequest-builder-plugin,1472bdfa37b1bbd316f43fa429ae51bf3051360c/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,1472bdfa37b1bbd316f43fa429ae51bf3051360c,60f574f748fe31ed8ba4627ced237959cd583cab,cee22440ab26b4f8ef046392be6d82fbfd03a516,0c6e596c7c9b58885c7c53a0245721e4ccc490de,01bbacfe7efd5517a28a25d7ce22611536e7d6c1,,spork,fail,-1,0,0,1.1411465270002736
3,nishio-dens/bitbucket-pullrequest-builder-plugin,1472bdfa37b1bbd316f43fa429ae51bf3051360c/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,1472bdfa37b1bbd316f43fa429ae51bf3051360c,60f574f748fe31ed8ba4627ced237959cd583cab,cee22440ab26b4f8ef046392be6d82fbfd03a516,0c6e596c7c9b58885c7c53a0245721e4ccc490de,01bbacfe7efd5517a28a25d7ce22611536e7d6c1,7ed2d4e6002d16b89c620dce1f1f6c49b5b5b388,jdime,success,578,0,0,2.01190253599998
4,nishio-dens/bitbucket-pullrequest-builder-plugin,2bb9302b53c4246c4a1c2b0e5adf8e279c2aa44d/BitbucketBuilds.java_c78c92e70102e1ada5029c5116c316316f328384,2bb9302b53c4246c4a1c2b0e5adf8e279c2aa44d,164b8fbb3773860065d974bacb145c9fa019499b,a2bac42def9e33292f1544ac30dec639b47d2119,18d54c2dd6d94a00ad2858d3eeb05d59acf982b8,9d8c633895ee03ae62363424e7f14d100efd635d,,spork,fail,-1,0,0,0.7912557830004516
5,nishio-dens/bitbucket-pullrequest-builder-plugin,2bb9302b53c4246c4a1c2b0e5adf8e279c2aa44d/BitbucketBuilds.java_c78c92e70102e1ada5029c5116c316316f328384,2bb9302b53c4246c4a1c2b0e5adf8e279c2aa44d,164b8fbb3773860065d974bacb145c9fa019499b,a2bac42def9e33292f1544ac30dec639b47d2119,18d54c2dd6d94a00ad2858d3eeb05d59acf982b8,9d8c633895ee03ae62363424e7f14d100efd635d,a80a140c81e4e5b035aea049c40073caaffe5bd4,jdime,success,98,0,0,0.6615549410007588
6,nishio-dens/bitbucket-pullrequest-builder-plugin,539028bbbfeca8195880cb44990b98dda6d39914/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,539028bbbfeca8195880cb44990b98dda6d39914,4889dcf66344eedefbb29776a3895a9cbee1f04c,85aa1a8097fba75b99811d2aa5cc9d3aaa57dbd5,b25a8fe5f9b6accbf110f4134cbd32ecb044ab11,8cee9d026370407061bd10f8de7f5bc9d959dae7,,spork,fail,-1,0,0,1.03063596300035
7,nishio-dens/bitbucket-pullrequest-builder-plugin,539028bbbfeca8195880cb44990b98dda6d39914/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,539028bbbfeca8195880cb44990b98dda6d39914,4889dcf66344eedefbb29776a3895a9cbee1f04c,85aa1a8097fba75b99811d2aa5cc9d3aaa57dbd5,b25a8fe5f9b6accbf110f4134cbd32ecb044ab11,8cee9d026370407061bd10f8de7f5bc9d959dae7,e1ac3e0c5f8074cb93916017fbef26911b767abd,jdime,success,213,0,0,1.2941585920007128
8,nishio-dens/bitbucket-pullrequest-builder-plugin,65d4d19adf3ab11b7327aa2f0a54199ddc32a7cf/BitbucketBuildRepositoryTest.java_2a3a1fda389451764bf435e868b99e35bb29de76,65d4d19adf3ab11b7327aa2f0a54199ddc32a7cf,953bd81abd94eaa3e87513bbed4452232507aab8,7a338a7c7fe14f13e7ce0a225132e4827a860bed,148e504bf0086be59a9748691c9819a34edfc0d1,f076c4dbe8a5ca765ea0ea138d429f252f81cdde,d9cab05c74891dac04526aec1efd744a1b9a1c4c,spork,conflict,268,4,8,1.5091867080000156
9,nishio-dens/bitbucket-pullrequest-builder-plugin,65d4d19adf3ab11b7327aa2f0a54199ddc32a7cf/BitbucketBuildRepositoryTest.java_2a3a1fda389451764bf435e868b99e35bb29de76,65d4d19adf3ab11b7327aa2f0a54199ddc32a7cf,953bd81abd94eaa3e87513bbed4452232507aab8,7a338a7c7fe14f13e7ce0a225132e4827a860bed,148e504bf0086be59a9748691c9819a34edfc0d1,f076c4dbe8a5ca765ea0ea138d429f252f81cdde,fe42c8b734a6256b96e8cf4312cf017758365465,jdime,success,212,0,0,1.7341352889998234
10,nishio-dens/bitbucket-pullrequest-builder-plugin,65d4d19adf3ab11b7327aa2f0a54199ddc32a7cf/BitbucketBuildTrigger.java_db8217bb495b6a339dfd1cef926f2309aad6d339,65d4d19adf3ab11b7327aa2f0a54199ddc32a7cf,aedfb915c43d672f709554bfb3c6203af14877e0,81b560302f4f7f844b144f39ac7ab6e6999439b9,846ecb58b23e2986b2c297b4794abc1b3517b40a,34e12b209d5ffdaef1a9efde8170ad0f9935b88f,,spork,fail,-1,0,0,0.9534118480005418
11,nishio-dens/bitbucket-pullrequest-builder-plugin,65d4d19adf3ab11b7327aa2f0a54199ddc32a7cf/BitbucketBuildTrigger.java_db8217bb495b6a339dfd1cef926f2309aad6d339,65d4d19adf3ab11b7327aa2f0a54199ddc32a7cf,aedfb915c43d672f709554bfb3c6203af14877e0,81b560302f4f7f844b144f39ac7ab6e6999439b9,846ecb58b23e2986b2c297b4794abc1b3517b40a,34e12b209d5ffdaef1a9efde8170ad0f9935b88f,e80b072f41b43ae0332849f625e45ee8d6d1a559,jdime,success,466,0,0,2.037495659999877
12,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/ApiClient.java_d2abc193d3e22d834c335e5cdaf9b92d5491c0ef,7da2661ece6f5da6a2eb408658797a57dc366d84,0c2180669d1ecdd7db2ce7e2134e295928faf9ae,b4a96c8751d2992ac962f8633b292a90f2699a04,bc46f3c27e262ffb034f9142d2f35916feeba89f,c39d3cf07ebba3e8ca6581eb6043b4f1e4fa4909,,jdime,fail,-1,0,0,1.6400882230000209
13,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/ApiClient.java_d2abc193d3e22d834c335e5cdaf9b92d5491c0ef,7da2661ece6f5da6a2eb408658797a57dc366d84,0c2180669d1ecdd7db2ce7e2134e295928faf9ae,b4a96c8751d2992ac962f8633b292a90f2699a04,bc46f3c27e262ffb034f9142d2f35916feeba89f,c39d3cf07ebba3e8ca6581eb6043b4f1e4fa4909,,spork,fail,-1,0,0,0.922761797000021
14,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/BitbucketBuildFilterTest.java_c01b50237bdc941859f82b4c788df1c74596af90,7da2661ece6f5da6a2eb408658797a57dc366d84,ad9892ca3b4c0a8915b77be757a008a5dd7d7796,6066a2ca4d17fc9b82a571c0552c539f861db4c7,16f075b929fb6861c668a9e073841d73752f8ceb,23995f3e98f96b10975f6d6fbc0bd23ed6d3e830,6a47ef66fb182cc9b96262ff6ecb2f11045ee38f,jdime,success,190,0,0,2.004238571999849
15,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/BitbucketBuildFilterTest.java_c01b50237bdc941859f82b4c788df1c74596af90,7da2661ece6f5da6a2eb408658797a57dc366d84,ad9892ca3b4c0a8915b77be757a008a5dd7d7796,6066a2ca4d17fc9b82a571c0552c539f861db4c7,16f075b929fb6861c668a9e073841d73752f8ceb,23995f3e98f96b10975f6d6fbc0bd23ed6d3e830,a66fb3f4eb6912366531d53e726459f237620cde,spork,success,131,0,0,1.5791538370003764
16,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/BitbucketBuilds.java_c78c92e70102e1ada5029c5116c316316f328384,7da2661ece6f5da6a2eb408658797a57dc366d84,6ba3dabffa9ffe2ef4c9afe8ddd8ebff12a87491,b79a870b551f8ddb9deca6066a35e56eb530438b,6ddb4068c6e70d07c1ae8f4137d11de6ee9ebc5a,c007a0b56c93a6ee9200ef7c7e14954905a88869,,spork,fail,-1,0,0,0.7793621419996271
17,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/BitbucketBuilds.java_c78c92e70102e1ada5029c5116c316316f328384,7da2661ece6f5da6a2eb408658797a57dc366d84,6ba3dabffa9ffe2ef4c9afe8ddd8ebff12a87491,b79a870b551f8ddb9deca6066a35e56eb530438b,6ddb4068c6e70d07c1ae8f4137d11de6ee9ebc5a,c007a0b56c93a6ee9200ef7c7e14954905a88869,4ea1ad8b8104e63cee9ce4ccb99dadcd7b47d885,jdime,success,88,0,0,0.6981235519997426
18,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,7da2661ece6f5da6a2eb408658797a57dc366d84,3b0a3145b9c549fb49f6c3ee2fd2e4d1370a95cd,5b37fd913711545bbe7e6327522da53175ab7d0e,9783b89e88745f449d692d678bf562f8fc0d4226,79a5413cc61a13b11156719fcbe79da471eab6e5,,spork,fail,-1,0,0,1.0652171570000064
19,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,7da2661ece6f5da6a2eb408658797a57dc366d84,3b0a3145b9c549fb49f6c3ee2fd2e4d1370a95cd,5b37fd913711545bbe7e6327522da53175ab7d0e,9783b89e88745f449d692d678bf562f8fc0d4226,79a5413cc61a13b11156719fcbe79da471eab6e5,40240cf145cb9c100e1742b7655e5722fbc97c16,jdime,success,553,0,0,2.0262873780002337
20,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/CloudPullrequest.java_989e34d4213e8dc4bfca207f06fe14014d53fec3,7da2661ece6f5da6a2eb408658797a57dc366d84,b69805ebce59ec1d747c8c7302638778031d6143,088299d15c0f28d514f9aefad9cfa00e62713064,ca6996899bb15f548b7e46d0ed3f28ba040c9d4a,6abfad17a57ba6512acf7b2b58a2da82e04c4d01,,spork,fail,-1,0,0,0.7049784569999247
21,nishio-dens/bitbucket-pullrequest-builder-plugin,7da2661ece6f5da6a2eb408658797a57dc366d84/CloudPullrequest.java_989e34d4213e8dc4bfca207f06fe14014d53fec3,7da2661ece6f5da6a2eb408658797a57dc366d84,b69805ebce59ec1d747c8c7302638778031d6143,088299d15c0f28d514f9aefad9cfa00e62713064,ca6996899bb15f548b7e46d0ed3f28ba040c9d4a,6abfad17a57ba6512acf7b2b58a2da82e04c4d01,c79d21c67b1aa8fb1d89ed4a0cde32814f47c4cb,jdime,success,908,0,0,1.1000097650003229
22,nishio-dens/bitbucket-pullrequest-builder-plugin,a352fbf76c5ce320f88de7a2e38476d0d0547845/ApiClient.java_d2abc193d3e22d834c335e5cdaf9b92d5491c0ef,a352fbf76c5ce320f88de7a2e38476d0d0547845,c8dfeb2b0c689e82eb23ff648935c6b7fcf54133,f5ccf9b85863e4a8250443ea249cb42bc34a7e5a,7025396edf54f312f1333814d494ed962b582be1,759c696e094f34c4a6191fbbfc0bf076927e5076,,jdime,fail,-1,0,0,1.556491663000088
23,nishio-dens/bitbucket-pullrequest-builder-plugin,a352fbf76c5ce320f88de7a2e38476d0d0547845/ApiClient.java_d2abc193d3e22d834c335e5cdaf9b92d5491c0ef,a352fbf76c5ce320f88de7a2e38476d0d0547845,c8dfeb2b0c689e82eb23ff648935c6b7fcf54133,f5ccf9b85863e4a8250443ea249cb42bc34a7e5a,7025396edf54f312f1333814d494ed962b582be1,759c696e094f34c4a6191fbbfc0bf076927e5076,,spork,fail,-1,0,0,1.010431929999868
24,nishio-dens/bitbucket-pullrequest-builder-plugin,ccf6dc24907bb7f784dfb5761f38991dc54e2ed4/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,ccf6dc24907bb7f784dfb5761f38991dc54e2ed4,3b0a3145b9c549fb49f6c3ee2fd2e4d1370a95cd,caa5e6e82d87d2cfade2c3e85a363fc99dff74b5,9fe667436aa4282d2426ded5ef37ad84d96b1d58,9783b89e88745f449d692d678bf562f8fc0d4226,,spork,fail,-1,0,0,1.1278881190000902
25,nishio-dens/bitbucket-pullrequest-builder-plugin,ccf6dc24907bb7f784dfb5761f38991dc54e2ed4/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,ccf6dc24907bb7f784dfb5761f38991dc54e2ed4,3b0a3145b9c549fb49f6c3ee2fd2e4d1370a95cd,caa5e6e82d87d2cfade2c3e85a363fc99dff74b5,9fe667436aa4282d2426ded5ef37ad84d96b1d58,9783b89e88745f449d692d678bf562f8fc0d4226,a860bcfb9858e52b84bb1154ff93a5c34e8f8a96,jdime,success,497,0,0,1.9648972109998797
26,nishio-dens/bitbucket-pullrequest-builder-plugin,cda268caf17c683642293dff1a1cb0bb3cb45867/BitbucketBuildTrigger.java_db8217bb495b6a339dfd1cef926f2309aad6d339,cda268caf17c683642293dff1a1cb0bb3cb45867,e20ee9b0e440d33007f45808ff4a1e01d9c0d87e,06ef73997bcc9519d75e98e838773b7dfc1bc819,3a9e939aa8e1a3a6f6d84b263abfbce3bb2129b0,bd03a6be8381943c3bd7f42a0010a2f71f002e9b,,spork,fail,-1,0,0,1.1068536590000804
27,nishio-dens/bitbucket-pullrequest-builder-plugin,cda268caf17c683642293dff1a1cb0bb3cb45867/BitbucketBuildTrigger.java_db8217bb495b6a339dfd1cef926f2309aad6d339,cda268caf17c683642293dff1a1cb0bb3cb45867,e20ee9b0e440d33007f45808ff4a1e01d9c0d87e,06ef73997bcc9519d75e98e838773b7dfc1bc819,3a9e939aa8e1a3a6f6d84b263abfbce3bb2129b0,bd03a6be8381943c3bd7f42a0010a2f71f002e9b,40bfb9e0a5e241bbf868801d6a926c83608adf3b,jdime,success,575,0,0,2.602676323999731
28,nishio-dens/bitbucket-pullrequest-builder-plugin,f0588fb15ee687619695bccfc7553dbcd43b948d/BitbucketBuildTrigger.java_db8217bb495b6a339dfd1cef926f2309aad6d339,f0588fb15ee687619695bccfc7553dbcd43b948d,879facb74116002918c05aaa9654a48fc969aabc,09802afea29087022c8c789dc45ef5fd72c7d872,247bd67d993a6e9f7f7e17282ee894094785a107,664c6d81c805b9f3ab42f274d99178eb1b278028,,spork,fail,-1,0,0,0.9204332839999552
29,nishio-dens/bitbucket-pullrequest-builder-plugin,f0588fb15ee687619695bccfc7553dbcd43b948d/BitbucketBuildTrigger.java_db8217bb495b6a339dfd1cef926f2309aad6d339,f0588fb15ee687619695bccfc7553dbcd43b948d,879facb74116002918c05aaa9654a48fc969aabc,09802afea29087022c8c789dc45ef5fd72c7d872,247bd67d993a6e9f7f7e17282ee894094785a107,664c6d81c805b9f3ab42f274d99178eb1b278028,cb9eb5416013a8140520f264ae1af895898bddb9,jdime,success,316,0,0,1.4959174249997886
30,nishio-dens/bitbucket-pullrequest-builder-plugin,f0588fb15ee687619695bccfc7553dbcd43b948d/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,f0588fb15ee687619695bccfc7553dbcd43b948d,bdf5d7c7633f83d255bff69054414920d94fdf09,fb43f12456573bc37cbf631d5d3d2d1e1ae9f70d,dd0f5e5de7bd2436734bf7230f536ccd11c1f787,309ceec6a3f9d903bfb800cd5a419f885c169b67,,spork,fail,-1,0,0,1.0083283410003787
31,nishio-dens/bitbucket-pullrequest-builder-plugin,f0588fb15ee687619695bccfc7553dbcd43b948d/BitbucketRepository.java_7ca571e663dad4bdd1f195f37037084b2e895975,f0588fb15ee687619695bccfc7553dbcd43b948d,bdf5d7c7633f83d255bff69054414920d94fdf09,fb43f12456573bc37cbf631d5d3d2d1e1ae9f70d,dd0f5e5de7bd2436734bf7230f536ccd11c1f787,309ceec6a3f9d903bfb800cd5a419f885c169b67,25e07b384c5e77b1b6be32f3c6a221fafb1ae132,jdime,success,247,0,0,1.4020654139994804
0,WiQuery/wiquery,47c1890d5e71d0c3278f960eeeba9b7a30378a27/JsScope.java_261b2299a0df0b3a47f546df20698820ff95db1d,47c1890d5e71d0c3278f960eeeba9b7a30378a27,1e661e2960c5657e187e212fb48495c1934d835c,9433f18944d6352534a3df2bb04b13ce177678cc,b579755523e1baf8e381fb998d83029bffbc9d9b,d742189148981c47c897b89abdb20dbfc3520b7e,36d654ae09aaff03b11b132ad5d94c70740ca53a,jdime,success,145,0,0,0.6519489259999318
1,WiQuery/wiquery,47c1890d5e71d0c3278f960eeeba9b7a30378a27/JsScope.java_261b2299a0df0b3a47f546df20698820ff95db1d,47c1890d5e71d0c3278f960eeeba9b7a30378a27,1e661e2960c5657e187e212fb48495c1934d835c,9433f18944d6352534a3df2bb04b13ce177678cc,b579755523e1baf8e381fb998d83029bffbc9d9b,d742189148981c47c897b89abdb20dbfc3520b7e,5ca7363f5c8851429a697c90910381cf2733dad1,spork,success,20,0,0,0.9217554880005993
2,WiQuery/wiquery,bc1ab40f9cdc56ea7658b14879d12c8ba5d6edda/TooltipBehavior.java_4ab40dbe3db5d47e4de33aaffe2d605289ba6f22,bc1ab40f9cdc56ea7658b14879d12c8ba5d6edda,28cad4cb508afa54a8f8502f5b23dfe90417b4b8,9314d66b2bdc07a5c4c9b1c55230001fdf46453a,75e2db645503a7f997a4551ac0578c5d05f45938,75e2db645503a7f997a4551ac0578c5d05f45938,96e1b8e06fe20c880ac39cebc0ef5908c589545c,spork,success,42,0,0,1.0351142930003334
3,WiQuery/wiquery,bc1ab40f9cdc56ea7658b14879d12c8ba5d6edda/TooltipBehavior.java_4ab40dbe3db5d47e4de33aaffe2d605289ba6f22,bc1ab40f9cdc56ea7658b14879d12c8ba5d6edda,28cad4cb508afa54a8f8502f5b23dfe90417b4b8,9314d66b2bdc07a5c4c9b1c55230001fdf46453a,75e2db645503a7f997a4551ac0578c5d05f45938,75e2db645503a7f997a4551ac0578c5d05f45938,e0c0e5b32e22dabf7bc58341d1e12393659f8016,jdime,success,249,0,0,1.0363035849995867
0,spotify/helios,0c587762320417b369d5597411012f34fbe14090/CliParser.java_99ced6b8ca21caad19f295d7db7f0ec067167ff0,0c587762320417b369d5597411012f34fbe14090,e536120c9a38e10ccdb977d8b75128b507646abc,24b3908b32dfc1c164943bdccc1fda1266459455,4a228cef1413c6341cd70ba43a5a101ad9dc9ab6,24b3908b32dfc1c164943bdccc1fda1266459455,c1ae96933f1c62b13567a71b744d0e5c55b1498e,jdime,success,182,0,0,2.027816165999866
1,spotify/helios,0c587762320417b369d5597411012f34fbe14090/CliParser.java_99ced6b8ca21caad19f295d7db7f0ec067167ff0,0c587762320417b369d5597411012f34fbe14090,e536120c9a38e10ccdb977d8b75128b507646abc,24b3908b32dfc1c164943bdccc1fda1266459455,4a228cef1413c6341cd70ba43a5a101ad9dc9ab6,24b3908b32dfc1c164943bdccc1fda1266459455,eb541b7421c65d092fdd7d77c7ac566dfdc3c1e0,spork,success,105,0,0,1.8406448189998628
2,spotify/helios,105cf40880d97d3a773ac950356efd8161e3704e/ZooKeeperMasterModel.java_5dea6fbac049d7ce4297e93828a397b53dcffa96,105cf40880d97d3a773ac950356efd8161e3704e,daba899a11895d61589e5c21fe27fbafdd7c8ac3,f71c72d5a9e55257625511b2441e3e83817c659a,569f9bd6e92d9b1161802d6cea8273d4c74121aa,bbc58927efa6ae3b0a0d2b6eb6eaebb2b52bf5b1,04e7b9b79e89b1ef39d828f2e70c55aff5a2c740,spork,success,84,0,0,2.502439396000227
